year	bottom_CI	top_CI	mean	country	label	corpus
2005	0.629753914988814	0.680089485458613	0.654365771812081	United States		nature_last
2014	0.686746987951807	0.73855421686747	0.712932530120482	United States		nature_last
2017	0.698309492847854	0.751690507152146	0.724847854356307	United States		nature_last
2019	0.676709154113557	0.726535341830823	0.70236268829664	United States		nature_last
2015	0.676354029062087	0.731836195508586	0.703488771466314	United States		nature_last
2018	0.665893271461717	0.716937354988399	0.692610208816705	United States		nature_last
2020	0.645748987854251	0.694331983805668	0.670221659919028	United States	United States	nature_last
2006	0.631979695431472	0.689086294416244	0.660464467005076	United States		nature_last
2016	0.644705882352941	0.697705882352941	0.670921176470588	United States		nature_last
2012	0.700721153846154	0.75	0.725800480769231	United States		nature_last
2010	0.685323383084577	0.736318407960199	0.710011194029851	United States		nature_last
2013	0.668263473053892	0.722155688622754	0.694944910179641	United States		nature_last
2008	0.668252080856124	0.718192627824019	0.693510107015458	United States		nature_last
2011	0.668789808917197	0.723566878980892	0.696224203821656	United States		nature_last
2007	0.645776566757493	0.700272479564033	0.67291280653951	United States		nature_last
2009	0.645535714285714	0.703296703296703	0.674127747252747	United States		nature_last
2005	0.200223713646532	0.24496644295302	0.221562639821029	United Kingdom		nature_last
2014	0.196385542168675	0.242228915662651	0.219339759036145	United Kingdom		nature_last
2017	0.222366710013004	0.274382314694408	0.247877763328999	United Kingdom		nature_last
2019	0.206257242178447	0.25260718424102	0.228964078794902	United Kingdom		nature_last
2015	0.207397622192867	0.257595772787318	0.23234214002642	United Kingdom		nature_last
2018	0.213457076566125	0.261020881670534	0.237602088167053	United Kingdom		nature_last
2020	0.220647773279352	0.266194331983806	0.243713562753036	United Kingdom	United Kingdom	nature_last
2006	0.190291878172589	0.239847715736041	0.215266497461929	United Kingdom		nature_last
2016	0.192941176470588	0.24	0.216531764705882	United Kingdom		nature_last
2012	0.182692307692308	0.225961538461538	0.205002403846154	United Kingdom		nature_last
2010	0.167848258706468	0.213930348258706	0.190269900497512	United Kingdom		nature_last
2013	0.174850299401198	0.219161676646707	0.196480239520958	United Kingdom		nature_last
2008	0.183115338882283	0.230677764565993	0.206957193816885	United Kingdom		nature_last
2011	0.171974522292994	0.219108280254777	0.195672611464968	United Kingdom		nature_last
2007	0.177111716621253	0.224795640326975	0.200640326975477	United Kingdom		nature_last
2009	0.15521978021978	0.201923076923077	0.17868543956044	United Kingdom		nature_last
2005	0.128635346756152	0.168903803131991	0.147919463087248	Germany		nature_last
2014	0.174698795180723	0.220481927710843	0.198795180722892	Germany		nature_last
2017	0.193758127438231	0.241872561768531	0.21832899869961	Germany		nature_last
2019	0.199246813441483	0.247972190034762	0.223336037079954	Germany		nature_last
2015	0.170409511228534	0.215323645970938	0.192994715984148	Germany		nature_last
2018	0.187935034802784	0.233178654292343	0.209824825986079	Germany		nature_last
2020	0.190283400809717	0.232793522267206	0.211864372469636	Germany	Germany	nature_last
2006	0.124365482233503	0.16497461928934	0.144718274111675	Germany		nature_last
2016	0.194117647058824	0.241176470588235	0.21766	Germany		nature_last
2012	0.152644230769231	0.195913461538462	0.174146634615385	Germany		nature_last
2010	0.150497512437811	0.195335820895522	0.173213930348259	Germany		nature_last
2013	0.17125748502994	0.215568862275449	0.19402754491018	Germany		nature_last
2008	0.136741973840666	0.178359096313912	0.156577883472057	Germany		nature_last
2011	0.173248407643312	0.219108280254777	0.196668789808917	Germany		nature_last
2007	0.138964577656676	0.183923705722071	0.161472752043597	Germany		nature_last
2009	0.119505494505495	0.163461538461538	0.141824175824176	Germany		nature_last
2005	0.0939597315436242	0.12751677852349	0.110318791946309	France		nature_last
2014	0.116867469879518	0.156626506024096	0.136026506024096	France		nature_last
2017	0.0780234070221066	0.113133940182055	0.0954733420026008	France		nature_last
2019	0.0892236384704519	0.123986095017381	0.106580533024334	France		nature_last
2015	0.0990752972258917	0.138705416116248	0.118564068692206	France		nature_last
2018	0.10092807424594	0.138109048723898	0.119404872389791	France		nature_last
2020	0.0941295546558704	0.126518218623482	0.110488866396761	France	France	nature_last
2006	0.0888324873096447	0.124365482233503	0.106276649746193	France		nature_last
2016	0.104705882352941	0.142352941176471	0.123188235294118	France		nature_last
2012	0.09375	0.128605769230769	0.110572115384615	France		nature_last
2010	0.0970149253731343	0.134328358208955	0.114562189054726	France		nature_last
2013	0.0861676646706587	0.119760479041916	0.102032335329341	France		nature_last
2008	0.0879904875148633	0.123662306777646	0.105384066587396	France		nature_last
2011	0.100636942675159	0.138853503184713	0.119042038216561	France		nature_last
2007	0.0776566757493188	0.113147138964578	0.0959550408719346	France		nature_last
2009	0.0645604395604396	0.0975274725274725	0.0806112637362637	France		nature_last
2005	0.0134228187919463	0.0302013422818792	0.0212673378076063	People's Republic of China		nature_last
2014	0.0987349397590362	0.133734939759036	0.115638554216867	People's Republic of China		nature_last
2017	0.120936280884265	0.163849154746424	0.142954486345904	People's Republic of China		nature_last
2019	0.154113557358053	0.195828505214368	0.174931633835458	People's Republic of China		nature_last
2015	0.0752972258916777	0.110964332892999	0.0928652575957728	People's Republic of China		nature_last
2018	0.129930394431555	0.169373549883991	0.149762180974478	People's Republic of China		nature_last
2020	0.160931174089069	0.20247975708502	0.181777327935223	People's Republic of China	People's Republic of China	nature_last
2006	0.0152284263959391	0.032994923857868	0.0230164974619289	People's Republic of China		nature_last
2016	0.0858823529411765	0.121176470588235	0.103430588235294	People's Republic of China		nature_last
2012	0.0540264423076924	0.0829326923076923	0.0685576923076923	People's Republic of China		nature_last
2010	0.0460199004975124	0.0721393034825871	0.0585497512437811	People's Republic of China		nature_last
2013	0.0694610778443114	0.10059880239521	0.0840634730538922	People's Republic of China		nature_last
2008	0.0332936979785969	0.0559453032104637	0.0444982164090369	People's Republic of China		nature_last
2011	0.0420382165605096	0.0687898089171975	0.0550152866242038	People's Republic of China		nature_last
2007	0.0204359673024523	0.0408719346049046	0.029841961852861	People's Republic of China		nature_last
2009	0.032967032967033	0.0576923076923077	0.0454230769230769	People's Republic of China		nature_last
2005	0.029082774049217	0.0503355704697987	0.0391275167785235	Australia		nature_last
2014	0.0637951807228916	0.0939759036144578	0.0781759036144578	Australia		nature_last
2017	0.070221066319896	0.104031209362809	0.0870949284785436	Australia		nature_last
2019	0.0567786790266512	0.085747392815759	0.0705098493626883	Australia		nature_last
2015	0.0634081902245707	0.095112285336856	0.0789920739762219	Australia		nature_last
2018	0.0696055684454756	0.0998259860788863	0.0846194895591647	Australia		nature_last
2020	0.0718623481781376	0.0991902834008097	0.085582995951417	Australia	Australia	nature_last
2006	0.0279187817258883	0.050761421319797	0.0393159898477157	Australia		nature_last
2016	0.0705882352941176	0.101176470588235	0.0859458823529412	Australia		nature_last
2012	0.0564903846153846	0.0853365384615385	0.0707980769230769	Australia		nature_last
2010	0.0472636815920398	0.0733830845771144	0.0598208955223881	Australia		nature_last
2013	0.0479041916167665	0.0778443113772455	0.0624443113772455	Australia		nature_last
2008	0.0297265160523187	0.0499405469678954	0.0394114149821641	Australia		nature_last
2011	0.0407643312101911	0.067515923566879	0.0535949044585987	Australia		nature_last
2007	0.0299727520435967	0.053133514986376	0.0405940054495913	Australia		nature_last
2009	0.0274725274725275	0.0508241758241758	0.0386524725274725	Australia		nature_last
2005	0.058165548098434	0.0850111856823266	0.0708299776286353	Canada		nature_last
2014	0.0831325301204819	0.118072289156627	0.0998373493975904	Canada		nature_last
2017	0.0650195058517555	0.0962288686605982	0.0806801040312094	Canada		nature_last
2019	0.0683661645422943	0.0996523754345307	0.0835028968713789	Canada		nature_last
2015	0.0620211360634082	0.0937912813738441	0.0777608982826948	Canada		nature_last
2018	0.0614849187935035	0.0904872389791183	0.0749930394431555	Canada		nature_last
2020	0.0678137651821862	0.0961538461538462	0.0821406882591093	Canada	Canada	nature_last
2006	0.0571065989847716	0.0876269035532994	0.0724835025380711	Canada		nature_last
2016	0.0611764705882353	0.0905882352941176	0.0765447058823529	Canada		nature_last
2012	0.0757211538461538	0.109435096153846	0.0926586538461538	Canada		nature_last
2010	0.0584577114427861	0.0895522388059701	0.0731716417910448	Canada		nature_last
2013	0.0562874251497006	0.0862275449101796	0.071185628742515	Canada		nature_last
2008	0.0344827586206897	0.0582639714625446	0.046090368608799	Canada		nature_last
2011	0.0713375796178344	0.103184713375796	0.0872356687898089	Canada		nature_last
2007	0.0449591280653951	0.0735694822888283	0.0591975476839237	Canada		nature_last
2009	0.0563186813186813	0.0892857142857143	0.0726043956043956	Canada		nature_last
2005	0.0838926174496644	0.114093959731544	0.0984742729306488	Japan		nature_last
2014	0.0518072289156627	0.0795180722891566	0.0651542168674699	Japan		nature_last
2017	0.0611183355006502	0.0923276983094928	0.0764954486345904	Japan		nature_last
2019	0.0903823870220162	0.125144843568946	0.107865585168019	Japan		nature_last
2015	0.0581241743725231	0.0871862615587847	0.0722404227212682	Japan		nature_last
2018	0.0649651972157773	0.0939675174013921	0.0792447795823666	Japan		nature_last
2020	0.101214574898785	0.133603238866397	0.117393724696356	Japan	Japan	nature_last
2006	0.0811548223350254	0.116751269035533	0.0978997461928934	Japan		nature_last
2016	0.0611764705882353	0.0905882352941176	0.0758011764705882	Japan		nature_last
2012	0.0600961538461538	0.0889423076923077	0.0743978365384615	Japan		nature_last
2010	0.0646766169154229	0.0945273631840796	0.0800559701492537	Japan		nature_last
2013	0.074251497005988	0.105389221556886	0.0895329341317365	Japan		nature_last
2008	0.0642092746730083	0.0951248513674197	0.0796337693222354	Japan		nature_last
2011	0.0828025477707006	0.118471337579618	0.0995528662420382	Japan		nature_last
2007	0.0775885558583107	0.114441416893733	0.0957016348773842	Japan		nature_last
2009	0.092032967032967	0.129120879120879	0.109791208791209	Japan		nature_last
2005	0.0391498881431767	0.063758389261745	0.0514451901565996	Netherlands		nature_last
2014	0.0590361445783133	0.0891566265060241	0.0735361445783133	Netherlands		nature_last
2017	0.0441482444733421	0.070221066319896	0.0561742522756827	Netherlands		nature_last
2019	0.0602549246813441	0.0892236384704519	0.075252607184241	Netherlands		nature_last
2015	0.0554821664464993	0.0846103038309114	0.0698137384412153	Netherlands		nature_last
2018	0.0730858468677494	0.103248259860789	0.0882064965197216	Netherlands		nature_last
2020	0.0536437246963563	0.0799595141700405	0.0660101214574899	Netherlands	Netherlands	nature_last
2006	0.0482233502538071	0.0761421319796954	0.0610215736040609	Netherlands		nature_last
2016	0.0552941176470588	0.0824117647058823	0.0689317647058824	Netherlands		nature_last
2012	0.0649038461538462	0.0949519230769231	0.0800408653846154	Netherlands		nature_last
2010	0.0360696517412935	0.0609452736318408	0.0486169154228856	Netherlands		nature_last
2013	0.0455089820359281	0.0730538922155689	0.0588251497005988	Netherlands		nature_last
2008	0.0297265160523187	0.0511296076099881	0.0403614744351962	Netherlands		nature_last
2011	0.0445222929936306	0.0713375796178344	0.057403821656051	Netherlands		nature_last
2007	0.0449591280653951	0.0735694822888283	0.0589550408719346	Netherlands		nature_last
2009	0.0274725274725275	0.0521978021978022	0.0401923076923077	Netherlands		nature_last
2005	0.0402684563758389	0.063758389261745	0.051761744966443	Switzerland		nature_last
2014	0.0662650602409639	0.0964457831325301	0.0816566265060241	Switzerland		nature_last
2017	0.0767230169050715	0.110533159947984	0.0932145643693108	Switzerland		nature_last
2019	0.085747392815759	0.119351100811124	0.102169177288528	Switzerland		nature_last
2015	0.0819022457067371	0.11889035667107	0.100455746367239	Switzerland		nature_last
2018	0.0974477958236659	0.133410672853828	0.115636890951276	Switzerland		nature_last
2020	0.0880566801619433	0.120445344129555	0.10359008097166	Switzerland	Switzerland	nature_last
2006	0.0342639593908629	0.0583756345177665	0.0455456852791878	Switzerland		nature_last
2016	0.0682352941176471	0.101176470588235	0.0841729411764706	Switzerland		nature_last
2012	0.0492788461538462	0.0781850961538461	0.0638221153846154	Switzerland		nature_last
2010	0.0559701492537313	0.0845771144278607	0.0696952736318408	Switzerland		nature_last
2013	0.0526946107784431	0.081437125748503	0.0671017964071856	Switzerland		nature_last
2008	0.0463733650416171	0.0737217598097503	0.0603293697978597	Switzerland		nature_last
2011	0.0687898089171975	0.101910828025478	0.0855796178343949	Switzerland		nature_last
2007	0.0340599455040872	0.0599455040871935	0.0458106267029973	Switzerland		nature_last
2009	0.0480769230769231	0.0769917582417582	0.0616510989010989	Switzerland		nature_last
