year	bottom_CI	top_CI	mean	country	label	corpus
2014	0.11566265060241	0.155481927710843	0.136246987951807	France		nature_last
2019	0.0892236384704519	0.125144843568946	0.106568945538818	France		nature_last
2006	0.0874524714828897	0.124207858048162	0.106230671736375	France		nature_last
2018	0.10092807424594	0.138051044083527	0.11942343387471	France		nature_last
2020	0.0941295546558704	0.12753036437247	0.110488866396761	France	France	nature_last
2016	0.104705882352941	0.14	0.121909411764706	France		nature_last
2005	0.0927374301675978	0.128491620111732	0.11044469273743	France		nature_last
2013	0.0826347305389222	0.118562874251497	0.100918562874251	France		nature_last
2007	0.0775510204081633	0.111632653061224	0.0938503401360544	France		nature_last
2012	0.09375	0.128605769230769	0.111010817307692	France		nature_last
2010	0.0971357409713574	0.134495641344956	0.115602739726027	France		nature_last
2011	0.0980891719745223	0.135031847133758	0.116463694267516	France		nature_last
2008	0.0879904875148633	0.12128418549346	0.104330558858502	France		nature_last
2009	0.0645604395604396	0.0975274725274725	0.0806043956043956	France		nature_last
2017	0.0663198959687906	0.0988296488946684	0.0813302990897269	Canada		nature_last
2015	0.0620871862615588	0.0964332892998679	0.0791254953764861	Canada		nature_last
2014	0.0831325301204819	0.116867469879518	0.0998710843373494	Canada		nature_last
2019	0.0683661645422943	0.0996523754345307	0.0834959443800695	Canada		nature_last
2006	0.0570342205323194	0.0874524714828897	0.0719518377693283	Canada		nature_last
2018	0.0603248259860789	0.0904872389791183	0.075008120649652	Canada		nature_last
2020	0.0678137651821862	0.097165991902834	0.0821285425101215	Canada	Canada	nature_last
2016	0.0635294117647059	0.0929411764705882	0.0779258823529412	Canada		nature_last
2005	0.0558659217877095	0.0838547486033519	0.0701184357541899	Canada		nature_last
2013	0.0574850299401198	0.0874251497005988	0.0717844311377245	Canada		nature_last
2007	0.0448979591836735	0.072108843537415	0.0581551020408163	Canada		nature_last
2012	0.079266826923077	0.112980769230769	0.0951298076923077	Canada		nature_last
2010	0.0572851805728518	0.087173100871731	0.0722029887920299	Canada		nature_last
2011	0.0700636942675159	0.103184713375796	0.0859082802547771	Canada		nature_last
2008	0.0344827586206897	0.0594530321046373	0.0458989298454221	Canada		nature_last
2009	0.0576923076923077	0.0892857142857143	0.0726112637362637	Canada		nature_last
2017	0.0637191157347204	0.0949284785435631	0.0787490247074122	Japan		nature_last
2015	0.0581241743725231	0.0898282694848085	0.0736499339498018	Japan		nature_last
2014	0.0518072289156627	0.0819277108433735	0.0665349397590361	Japan		nature_last
2019	0.0915411355735805	0.12630359212051	0.107859791425261	Japan		nature_last
2006	0.0798479087452472	0.115335868187579	0.0975576679340938	Japan		nature_last
2018	0.0649651972157773	0.0951276102088167	0.0792656612529002	Japan		nature_last
2020	0.101214574898785	0.134615384615385	0.117386639676113	Japan	Japan	nature_last
2016	0.0623529411764706	0.0929411764705882	0.0766352941176471	Japan		nature_last
2005	0.0837988826815642	0.116201117318436	0.0993597765363129	Japan		nature_last
2013	0.0730538922155689	0.106586826347305	0.0899940119760479	Japan		nature_last
2007	0.0802721088435374	0.115646258503401	0.0970517006802721	Japan		nature_last
2012	0.0588942307692308	0.0889423076923077	0.0731682692307692	Japan		nature_last
2010	0.0647571606475716	0.0971357409713574	0.0806650062266501	Japan		nature_last
2011	0.0853503184713376	0.122292993630573	0.10447898089172	Japan		nature_last
2008	0.0653983353151011	0.093935790725327	0.0798133174791914	Japan		nature_last
2009	0.0892857142857143	0.127747252747253	0.108339285714286	Japan		nature_last
2017	0.0715214564369311	0.104031209362809	0.0875123537061118	Australia		nature_last
2015	0.0620871862615588	0.0964332892998679	0.0792443857331572	Australia		nature_last
2014	0.063855421686747	0.0940361445783132	0.0786457831325301	Australia		nature_last
2019	0.0567786790266512	0.0845886442641947	0.070505214368482	Australia		nature_last
2006	0.0278833967046895	0.0506970849176172	0.0391951837769328	Australia		nature_last
2018	0.0696055684454756	0.0997679814385151	0.0846218097447796	Australia		nature_last
2020	0.0708502024291498	0.0991902834008097	0.08557995951417	Australia	Australia	nature_last
2016	0.0705882352941176	0.102352941176471	0.0855235294117647	Australia		nature_last
2005	0.0290502793296089	0.0502793296089385	0.038854748603352	Australia		nature_last
2013	0.0479041916167665	0.0754491017964072	0.0610958083832335	Australia		nature_last
2007	0.0285714285714286	0.0530612244897959	0.0408054421768707	Australia		nature_last
2012	0.0576322115384616	0.0853365384615385	0.0706574519230769	Australia		nature_last
2010	0.0460772104607721	0.074719800747198	0.0599178082191781	Australia		nature_last
2011	0.0407643312101911	0.0675796178343948	0.0535923566878981	Australia		nature_last
2008	0.0273483947681332	0.0499999999999999	0.0388858501783591	Australia		nature_last
2009	0.0274725274725275	0.0508241758241758	0.0386483516483516	Australia		nature_last
2017	0.120936280884265	0.163849154746424	0.142862158647594	People's Republic of China		nature_last
2015	0.0766182298546896	0.112285336856011	0.0944729194187583	People's Republic of China		nature_last
2014	0.0963855421686747	0.132590361445783	0.114271084337349	People's Republic of China		nature_last
2019	0.154113557358053	0.196987253765933	0.174932792584009	People's Republic of China		nature_last
2006	0.0139416983523447	0.0304182509505703	0.0216565272496831	People's Republic of China		nature_last
2018	0.131090487238979	0.169373549883991	0.149744779582367	People's Republic of China		nature_last
2020	0.161943319838057	0.20247975708502	0.181777327935223	People's Republic of China	People's Republic of China	nature_last
2016	0.0881764705882354	0.121176470588235	0.103829411764706	People's Republic of China		nature_last
2005	0.0134078212290503	0.0290502793296089	0.0210983240223464	People's Republic of China		nature_last
2013	0.067065868263473	0.10059880239521	0.0838802395209581	People's Republic of China		nature_last
2007	0.019047619047619	0.0394557823129252	0.028708843537415	People's Republic of China		nature_last
2012	0.0540865384615385	0.0841346153846154	0.0687884615384615	People's Republic of China		nature_last
2010	0.0435865504358655	0.0709838107098381	0.0570012453300125	People's Republic of China		nature_last
2011	0.0407643312101911	0.067515923566879	0.0537452229299363	People's Republic of China		nature_last
2008	0.0356718192627824	0.0571343638525564	0.0459928656361474	People's Republic of China		nature_last
2009	0.032967032967033	0.0590659340659341	0.0454217032967033	People's Republic of China		nature_last
2017	0.0754226267880364	0.110533159947984	0.0923211963589077	Switzerland		nature_last
2015	0.083223249669749	0.11889035667107	0.100569352708058	Switzerland		nature_last
2014	0.0650602409638554	0.0963855421686747	0.0801831325301205	Switzerland		nature_last
2019	0.0845886442641947	0.119351100811124	0.102154113557358	Switzerland		nature_last
2006	0.0329531051964512	0.0583016476552598	0.0456945500633714	Switzerland		nature_last
2018	0.0973897911832947	0.133410672853828	0.115624129930394	Switzerland		nature_last
2020	0.0880566801619433	0.119433198380567	0.10357995951417	Switzerland	Switzerland	nature_last
2016	0.0682352941176471	0.101176470588235	0.0844505882352941	Switzerland		nature_last
2005	0.0401675977653632	0.0636871508379888	0.0510279329608939	Switzerland		nature_last
2013	0.0502994011976048	0.0802395209580838	0.0648574850299401	Switzerland		nature_last
2007	0.0340136054421769	0.0598639455782313	0.0466748299319728	Switzerland		nature_last
2012	0.0516826923076923	0.078125	0.0638185096153846	Switzerland		nature_last
2010	0.0535491905354919	0.0821917808219178	0.0671706102117061	Switzerland		nature_last
2011	0.0687898089171975	0.101910828025478	0.0855834394904459	Switzerland		nature_last
2008	0.0498810939357908	0.0760998810939358	0.0622806183115339	Switzerland		nature_last
2009	0.0466346153846154	0.0755494505494505	0.0602225274725275	Switzerland		nature_last
2017	0.0429128738621586	0.070221066319896	0.0562561768530559	Netherlands		nature_last
2015	0.0554161162483488	0.0858652575957728	0.0695680317040951	Netherlands		nature_last
2014	0.0590361445783133	0.088012048192771	0.0737132530120482	Netherlands		nature_last
2019	0.0602549246813441	0.0903823870220162	0.0752514484356895	Netherlands		nature_last
2006	0.0456273764258555	0.073510773130545	0.059893536121673	Netherlands		nature_last
2018	0.0719257540603248	0.102146171693735	0.0870672853828306	Netherlands		nature_last
2020	0.0536437246963563	0.0799595141700405	0.066001012145749	Netherlands	Netherlands	nature_last
2016	0.0541176470588235	0.0823529411764706	0.0680976470588235	Netherlands		nature_last
2005	0.0402234636871508	0.0625698324022346	0.0515564245810056	Netherlands		nature_last
2013	0.0455089820359281	0.0718562874251497	0.0585748502994012	Netherlands		nature_last
2007	0.0448299319727892	0.073469387755102	0.0585102040816327	Netherlands		nature_last
2012	0.0660456730769231	0.0961538461538462	0.0804230769230769	Netherlands		nature_last
2010	0.0386052303860523	0.0635118306351183	0.0499539227895392	Netherlands		nature_last
2011	0.043312101910828	0.0713375796178344	0.0574025477707006	Netherlands		nature_last
2008	0.0297265160523187	0.0511296076099881	0.0401260404280618	Netherlands		nature_last
2009	0.0274725274725275	0.0535714285714286	0.0401923076923077	Netherlands		nature_last
