year	address.country_code	num_entries	corpus
2017	ru	23893	springer
2018	ru	24741	springer
2019	ru	24849	springer
2020	ru	24233	springer
2005	rw	4	springer
2006	rw	2	springer
2007	rw	4	springer
2008	rw	15	springer
2009	rw	19	springer
2010	rw	23	springer
2011	rw	24	springer
2012	rw	41	springer
2013	rw	38	springer
2014	rw	52	springer
2015	rw	55	springer
2016	rw	73	springer
2017	rw	80	springer
2018	rw	75	springer
2019	rw	96	springer
2020	rw	136	springer
2005	sa	169	springer
2006	sa	170	springer
2007	sa	218	springer
2008	sa	293	springer
2009	sa	339	springer
2010	sa	509	springer
2011	sa	915	springer
2012	sa	1402	springer
2013	sa	1867	springer
2014	sa	2230	springer
2015	sa	2656	springer
2016	sa	2776	springer
2017	sa	2891	springer
2018	sa	3145	springer
2019	sa	3742	springer
2020	sa	5121	springer
2005	sb	2	springer
2006	sb	2	springer
2007	sb	0	springer
2008	sb	2	springer
2009	sb	5	springer
2010	sb	7	springer
2011	sb	7	springer
2012	sb	4	springer
2013	sb	7	springer
2014	sb	7	springer
2015	sb	6	springer
2016	sb	11	springer
2017	sb	7	springer
2018	sb	13	springer
2019	sb	13	springer
2020	sb	11	springer
2005	sc	1	springer
2006	sc	4	springer
2007	sc	11	springer
2008	sc	6	springer
2009	sc	2	springer
2010	sc	11	springer
2011	sc	12	springer
2012	sc	12	springer
2013	sc	10	springer
2014	sc	15	springer
2015	sc	12	springer
2016	sc	13	springer
2017	sc	10	springer
2018	sc	11	springer
2019	sc	19	springer
2020	sc	26	springer
2005	sd	25	springer
2006	sd	25	springer
2007	sd	27	springer
2008	sd	28	springer
2009	sd	51	springer
2010	sd	63	springer
2011	sd	78	springer
2012	sd	56	springer
2013	sd	96	springer
2014	sd	98	springer
2015	sd	72	springer
2016	sd	121	springer
2017	sd	111	springer
2018	sd	132	springer
2019	sd	149	springer
2020	sd	185	springer
2005	se	2312	springer
2006	se	2460	springer
2007	se	2645	springer
2008	se	2943	springer
2009	se	2852	springer
2010	se	3289	springer
2011	se	3646	springer
2012	se	3979	springer
2013	se	4396	springer
2014	se	4605	springer
2015	se	5070	springer
2016	se	5504	springer
2017	se	5691	springer
2018	se	5945	springer
2019	se	6237	springer
2020	se	7417	springer
2005	sg	604	springer
2006	sg	761	springer
2007	sg	774	springer
2008	sg	871	springer
2009	sg	919	springer
2010	sg	1146	springer
2011	sg	1316	springer
2012	sg	1416	springer
2013	sg	1551	springer
2014	sg	1727	springer
2015	sg	1995	springer
2016	sg	2229	springer
2017	sg	2246	springer
2018	sg	2264	springer
2019	sg	2407	springer
2020	sg	2893	springer
2005	sh	0	springer
2006	sh	0	springer
2007	sh	0	springer
2008	sh	0	springer
2009	sh	0	springer
2010	sh	0	springer
2011	sh	0	springer
2012	sh	0	springer
2013	sh	0	springer
2014	sh	0	springer
2015	sh	1	springer
2016	sh	0	springer
2017	sh	0	springer
2018	sh	0	springer
2019	sh	0	springer
2020	sh	0	springer
2005	si	225	springer
2006	si	321	springer
2007	si	303	springer
2008	si	388	springer
2009	si	387	springer
2010	si	433	springer
2011	si	448	springer
2012	si	559	springer
2013	si	633	springer
2014	si	643	springer
2015	si	712	springer
2016	si	751	springer
2017	si	685	springer
2018	si	709	springer
2019	si	732	springer
2020	si	827	springer
2005	sk	240	springer
2006	sk	524	springer
2007	sk	429	springer
2008	sk	529	springer
2009	sk	485	springer
2010	sk	505	springer
2011	sk	566	springer
2012	sk	0	springer
2013	sk	705	springer
2014	sk	686	springer
2015	sk	691	springer
2016	sk	704	springer
2017	sk	761	springer
2018	sk	740	springer
2019	sk	758	springer
2020	sk	834	springer
2005	sl	2	springer
2006	sl	1	springer
2007	sl	1	springer
2008	sl	4	springer
2009	sl	2	springer
2010	sl	10	springer
2011	sl	10	springer
2012	sl	13	springer
2013	sl	16	springer
2014	sl	12	springer
2015	sl	18	springer
2016	sl	34	springer
2017	sl	29	springer
2018	sl	35	springer
2019	sl	26	springer
2020	sl	45	springer
2005	sm	1	springer
2006	sm	0	springer
2007	sm	0	springer
2008	sm	0	springer
2009	sm	0	springer
2010	sm	0	springer
2011	sm	3	springer
2012	sm	0	springer
2013	sm	0	springer
2014	sm	0	springer
2015	sm	2	springer
2016	sm	2	springer
2017	sm	2	springer
2018	sm	8	springer
2019	sm	3	springer
2020	sm	2	springer
2005	sn	28	springer
2006	sn	25	springer
2007	sn	44	springer
2008	sn	52	springer
2009	sn	55	springer
2010	sn	63	springer
2011	sn	106	springer
2012	sn	92	springer
2013	sn	132	springer
2014	sn	109	springer
2015	sn	127	springer
2016	sn	117	springer
2017	sn	114	springer
2018	sn	106	springer
2019	sn	141	springer
2020	sn	159	springer
2005	so	0	springer
2006	so	0	springer
2007	so	0	springer
2008	so	0	springer
2009	so	1	springer
2010	so	0	springer
2011	so	0	springer
2012	so	0	springer
2013	so	0	springer
2014	so	0	springer
2015	so	1	springer
2016	so	1	springer
2017	so	6	springer
2018	so	8	springer
2019	so	13	springer
2020	so	14	springer
2005	sr	2	springer
2006	sr	3	springer
2007	sr	0	springer
2008	sr	1	springer
2009	sr	2	springer
2010	sr	2	springer
2011	sr	2	springer
2012	sr	8	springer
2013	sr	4	springer
2014	sr	5	springer
2015	sr	5	springer
2016	sr	7	springer
2017	sr	3	springer
2018	sr	10	springer
2019	sr	17	springer
2020	sr	22	springer
2005	st	0	springer
2006	st	0	springer
2007	st	0	springer
2008	st	0	springer
2009	st	0	springer
2010	st	0	springer
2011	st	0	springer
2012	st	0	springer
2013	st	0	springer
2014	st	0	springer
2015	st	0	springer
2016	st	0	springer
2017	st	0	springer
2018	st	0	springer
2019	st	0	springer
2020	st	0	springer
2005	sv	1	springer
2006	sv	2	springer
2007	sv	2	springer
2008	sv	2	springer
2009	sv	3	springer
2010	sv	3	springer
2011	sv	11	springer
2012	sv	4	springer
2013	sv	4	springer
2014	sv	9	springer
2015	sv	19	springer
2016	sv	20	springer
2017	sv	14	springer
2018	sv	9	springer
2019	sv	13	springer
2020	sv	13	springer
2005	sy	34	springer
2006	sy	30	springer
2007	sy	40	springer
2008	sy	48	springer
2009	sy	36	springer
2010	sy	61	springer
2011	sy	74	springer
2012	sy	64	springer
2013	sy	78	springer
2014	sy	64	springer
2015	sy	77	springer
2016	sy	73	springer
2017	sy	68	springer
2018	sy	62	springer
2019	sy	81	springer
2020	sy	122	springer
2005	sz	1	springer
2006	sz	5	springer
2007	sz	1	springer
2008	sz	0	springer
2009	sz	3	springer
2010	sz	8	springer
2011	sz	9	springer
2012	sz	6	springer
2013	sz	5	springer
2014	sz	7	springer
2015	sz	8	springer
2016	sz	11	springer
2017	sz	12	springer
2018	sz	18	springer
2019	sz	14	springer
2020	sz	8	springer
2005	tc	1	springer
2006	tc	0	springer
2007	tc	0	springer
2008	tc	0	springer
2009	tc	0	springer
2010	tc	1	springer
2011	tc	0	springer
2012	tc	1	springer
2013	tc	0	springer
2014	tc	1	springer
2015	tc	2	springer
2016	tc	0	springer
2017	tc	0	springer
2018	tc	1	springer
2019	tc	0	springer
2020	tc	5	springer
2005	td	2	springer
2006	td	2	springer
2007	td	2	springer
2008	td	1	springer
2009	td	6	springer
2010	td	1	springer
2011	td	3	springer
2012	td	4	springer
2013	td	3	springer
2014	td	6	springer
2015	td	2	springer
2016	td	7	springer
2017	td	13	springer
2018	td	8	springer
2019	td	13	springer
2020	td	12	springer
2005	tg	6	springer
2006	tg	6	springer
2007	tg	5	springer
2008	tg	11	springer
2009	tg	8	springer
2010	tg	15	springer
2011	tg	15	springer
2012	tg	16	springer
2013	tg	11	springer
2014	tg	21	springer
2015	tg	29	springer
2016	tg	17	springer
2017	tg	25	springer
2018	tg	26	springer
2019	tg	35	springer
2020	tg	35	springer
2005	th	330	springer
2006	th	418	springer
2007	th	457	springer
2008	th	620	springer
2009	th	696	springer
2010	th	845	springer
2011	th	997	springer
2012	th	1199	springer
2013	th	1280	springer
2014	th	1382	springer
2015	th	1434	springer
2016	th	1624	springer
2017	th	1775	springer
2018	th	1978	springer
2019	th	2021	springer
2020	th	2488	springer
2005	tj	15	springer
2006	tj	26	springer
2007	tj	27	springer
2008	tj	36	springer
2009	tj	20	springer
2010	tj	34	springer
2011	tj	21	springer
2012	tj	22	springer
2013	tj	38	springer
2014	tj	28	springer
2015	tj	34	springer
2016	tj	36	springer
2017	tj	32	springer
2018	tj	40	springer
2019	tj	42	springer
2020	tj	57	springer
2005	tk	0	springer
2006	tk	0	springer
2007	tk	0	springer
2008	tk	0	springer
2009	tk	0	springer
2010	tk	0	springer
2011	tk	0	springer
2012	tk	0	springer
2013	tk	0	springer
2014	tk	0	springer
2015	tk	0	springer
2016	tk	0	springer
2017	tk	0	springer
2018	tk	0	springer
2019	tk	0	springer
2020	tk	0	springer
2005	tm	0	springer
2006	tm	1	springer
2007	tm	5	springer
2008	tm	3	springer
2009	tm	4	springer
2010	tm	6	springer
2011	tm	5	springer
2012	tm	6	springer
2013	tm	4	springer
2014	tm	13	springer
2015	tm	5	springer
2016	tm	3	springer
2017	tm	5	springer
2018	tm	4	springer
2019	tm	1	springer
2020	tm	2	springer
2005	tn	161	springer
2006	tn	207	springer
2007	tn	257	springer
2008	tn	365	springer
2009	tn	377	springer
2010	tn	489	springer
2011	tn	642	springer
2012	tn	676	springer
2013	tn	679	springer
2014	tn	741	springer
2015	tn	947	springer
2016	tn	1049	springer
2017	tn	1146	springer
2018	tn	1138	springer
2019	tn	1258	springer
2020	tn	1530	springer
2005	to	0	springer
2006	to	1	springer
2007	to	0	springer
2008	to	1	springer
2009	to	0	springer
2010	to	0	springer
2011	to	0	springer
2012	to	1	springer
2013	to	2	springer
2014	to	0	springer
2015	to	1	springer
2016	to	0	springer
2017	to	1	springer
2018	to	0	springer
2019	to	3	springer
2020	to	6	springer
2005	tr	2087	springer
2006	tr	2414	springer
2007	tr	2702	springer
2008	tr	3191	springer
2009	tr	2801	springer
2010	tr	2999	springer
2011	tr	3169	springer
2012	tr	3766	springer
2013	tr	4516	springer
2014	tr	4405	springer
2015	tr	4705	springer
2016	tr	4785	springer
2017	tr	4681	springer
2018	tr	5147	springer
2019	tr	5908	springer
2020	tr	8668	springer
2005	tt	16	springer
2006	tt	14	springer
2007	tt	15	springer
2008	tt	14	springer
2009	tt	17	springer
2010	tt	13	springer
2011	tt	25	springer
2012	tt	23	springer
2013	tt	30	springer
2014	tt	27	springer
2015	tt	30	springer
2016	tt	33	springer
2017	tt	48	springer
2018	tt	58	springer
2019	tt	56	springer
2020	tt	63	springer
2005	tv	0	springer
2006	tv	1	springer
2007	tv	0	springer
2008	tv	0	springer
2009	tv	0	springer
2010	tv	0	springer
2011	tv	0	springer
2012	tv	0	springer
2013	tv	0	springer
2014	tv	0	springer
2015	tv	0	springer
2016	tv	1	springer
2017	tv	1	springer
2018	tv	0	springer
2019	tv	0	springer
2020	tv	0	springer
2005	tw	0	springer
2006	tw	0	springer
2007	tw	0	springer
2008	tw	0	springer
2009	tw	0	springer
2010	tw	0	springer
2011	tw	0	springer
2012	tw	0	springer
2013	tw	0	springer
2014	tw	0	springer
2015	tw	0	springer
2016	tw	0	springer
2017	tw	0	springer
2018	tw	0	springer
2019	tw	0	springer
2020	tw	0	springer
2005	tz	70	springer
2006	tz	96	springer
2007	tz	92	springer
2008	tz	122	springer
2009	tz	135	springer
2010	tz	164	springer
2011	tz	209	springer
2012	tz	218	springer
2013	tz	222	springer
2014	tz	296	springer
2015	tz	302	springer
2016	tz	304	springer
2017	tz	321	springer
2018	tz	343	springer
2019	tz	452	springer
2020	tz	522	springer
2005	ua	1865	springer
2006	ua	1883	springer
2007	ua	2239	springer
2008	ua	2554	springer
2009	ua	2418	springer
2010	ua	2221	springer
2011	ua	2642	springer
2012	ua	2449	springer
2013	ua	2523	springer
2014	ua	2598	springer
2015	ua	2277	springer
2016	ua	2196	springer
2017	ua	2204	springer
2018	ua	2050	springer
2019	ua	1968	springer
2020	ua	2083	springer
2005	ug	48	springer
2006	ug	63	springer
2007	ug	66	springer
2008	ug	100	springer
2009	ug	130	springer
2010	ug	183	springer
2011	ug	198	springer
2012	ug	207	springer
2013	ug	220	springer
2014	ug	277	springer
2015	ug	341	springer
2016	ug	357	springer
2017	ug	401	springer
2018	ug	378	springer
2019	ug	451	springer
2020	ug	553	springer
2005	us	32523	springer
2006	us	37046	springer
2007	us	38691	springer
2008	us	43189	springer
2009	us	42528	springer
2010	us	45378	springer
2011	us	53583	springer
2012	us	53473	springer
2013	us	56402	springer
2014	us	59577	springer
2015	us	63802	springer
2016	us	65757	springer
2017	us	68435	springer
2018	us	70330	springer
2019	us	72528	springer
2020	us	85390	springer
2005	uy	62	springer
2006	uy	55	springer
2007	uy	78	springer
2008	uy	85	springer
2009	uy	86	springer
2010	uy	95	springer
2011	uy	138	springer
2012	uy	101	springer
2013	uy	129	springer
2014	uy	169	springer
2015	uy	172	springer
2016	uy	174	springer
2017	uy	189	springer
2018	uy	196	springer
2019	uy	233	springer
2020	uy	262	springer
2005	uz	168	springer
2006	uz	133	springer
2007	uz	240	springer
2008	uz	256	springer
2009	uz	253	springer
2010	uz	262	springer
2011	uz	295	springer
2012	uz	230	springer
2013	uz	242	springer
2014	uz	229	springer
2015	uz	180	springer
2016	uz	218	springer
2017	uz	201	springer
2018	uz	183	springer
2019	uz	221	springer
2020	uz	323	springer
2005	vc	0	springer
2006	vc	0	springer
2007	vc	0	springer
2008	vc	0	springer
2009	vc	0	springer
2010	vc	0	springer
2011	vc	0	springer
2012	vc	0	springer
2013	vc	1	springer
2014	vc	0	springer
2015	vc	0	springer
2016	vc	2	springer
2017	vc	2	springer
2018	vc	0	springer
2019	vc	0	springer
2020	vc	4	springer
2005	ve	120	springer
2006	ve	122	springer
2007	ve	126	springer
2008	ve	148	springer
2009	ve	128	springer
2010	ve	120	springer
2011	ve	134	springer
2012	ve	104	springer
2013	ve	119	springer
2014	ve	112	springer
2015	ve	105	springer
2016	ve	124	springer
2017	ve	133	springer
2018	ve	116	springer
2019	ve	115	springer
2020	ve	125	springer
2005	vg	0	springer
2006	vg	3	springer
2007	vg	0	springer
2008	vg	0	springer
2009	vg	1	springer
2010	vg	0	springer
2011	vg	1	springer
2012	vg	0	springer
2013	vg	0	springer
2014	vg	0	springer
2015	vg	1	springer
2016	vg	0	springer
2017	vg	0	springer
2018	vg	0	springer
2019	vg	2	springer
2020	vg	0	springer
2005	vn	89	springer
2006	vn	128	springer
2007	vn	106	springer
2008	vn	186	springer
2009	vn	189	springer
2010	vn	254	springer
2011	vn	279	springer
2012	vn	398	springer
2013	vn	534	springer
2014	vn	572	springer
2015	vn	656	springer
2016	vn	876	springer
2017	vn	1090	springer
2018	vn	1127	springer
2019	vn	1534	springer
2020	vn	2520	springer
2005	vu	2	springer
2006	vu	3	springer
2007	vu	0	springer
2008	vu	4	springer
2009	vu	9	springer
2010	vu	5	springer
2011	vu	4	springer
2012	vu	5	springer
2013	vu	5	springer
2014	vu	12	springer
2015	vu	9	springer
2016	vu	10	springer
2017	vu	9	springer
2018	vu	7	springer
2019	vu	10	springer
2020	vu	11	springer
2005	ws	1	springer
2006	ws	0	springer
2007	ws	1	springer
2008	ws	0	springer
2009	ws	4	springer
2010	ws	1	springer
2011	ws	2	springer
2012	ws	1	springer
2013	ws	3	springer
2014	ws	6	springer
2015	ws	3	springer
2016	ws	4	springer
2017	ws	7	springer
2018	ws	6	springer
2019	ws	3	springer
2020	ws	12	springer
2005	ye	7	springer
2006	ye	4	springer
2007	ye	8	springer
2008	ye	14	springer
2009	ye	17	springer
2010	ye	22	springer
2011	ye	25	springer
2012	ye	43	springer
2013	ye	39	springer
2014	ye	63	springer
2015	ye	57	springer
2016	ye	52	springer
2017	ye	61	springer
2018	ye	81	springer
2019	ye	113	springer
2020	ye	162	springer
2005	za	521	springer
2006	za	649	springer
2007	za	732	springer
2008	za	858	springer
2009	za	1014	springer
2010	za	1066	springer
2011	za	1292	springer
2012	za	1462	springer
2013	za	1575	springer
2014	za	1885	springer
2015	za	2199	springer
2016	za	2423	springer
2017	za	2550	springer
2018	za	2822	springer
2019	za	3253	springer
2020	za	3794	springer
2005	zm	22	springer
2006	zm	20	springer
2007	zm	31	springer
2008	zm	35	springer
2009	zm	49	springer
2010	zm	64	springer
2011	zm	58	springer
2012	zm	70	springer
2013	zm	63	springer
2014	zm	88	springer
2015	zm	123	springer
2016	zm	109	springer
2017	zm	130	springer
2018	zm	118	springer
2019	zm	143	springer
2020	zm	161	springer
2005	zw	25	springer
2006	zw	21	springer
2007	zw	28	springer
2008	zw	44	springer
2009	zw	43	springer
2010	zw	49	springer
2011	zw	50	springer
2012	zw	57	springer
2013	zw	59	springer
2014	zw	78	springer
2015	zw	103	springer
2016	zw	101	springer
2017	zw	126	springer
2018	zw	139	springer
2019	zw	149	springer
2020	zw	168	springer
2005	at	2	nature_articles
2005	au	5	nature_articles
2005	be	1	nature_articles
2005	br	1	nature_articles
2005	ca	6	nature_articles
2005	ch	8	nature_articles
2005	cn	3	nature_articles
2005	de	25	nature_articles
2005	dk	4	nature_articles
2005	es	2	nature_articles
2005	fr	12	nature_articles
2005	gb	23	nature_articles
2005	id	1	nature_articles
2005	il	1	nature_articles
2005	it	2	nature_articles
2005	jp	11	nature_articles
2005	kr	1	nature_articles
2005	my	1	nature_articles
2005	nl	6	nature_articles
2005	no	2	nature_articles
2005	ru	1	nature_articles
2005	se	4	nature_articles
2005	th	2	nature_articles
2005	tw	1	nature_articles
2005	us	77	nature_articles
2005	za	1	nature_articles
2006	ar	1	nature_articles
2006	at	1	nature_articles
2006	au	2	nature_articles
2006	be	1	nature_articles
2006	ca	5	nature_articles
2006	ch	6	nature_articles
2006	cl	2	nature_articles
2006	cn	4	nature_articles
2006	cr	1	nature_articles
2006	de	18	nature_articles
2006	dk	3	nature_articles
2006	ec	1	nature_articles
2006	es	3	nature_articles
2006	et	1	nature_articles
2006	fr	13	nature_articles
2006	gb	13	nature_articles
2006	hr	1	nature_articles
2006	id	1	nature_articles
2006	il	1	nature_articles
2006	it	6	nature_articles
2006	jp	12	nature_articles
2006	kr	1	nature_articles
2006	mx	1	nature_articles
2006	nl	3	nature_articles
2006	no	2	nature_articles
2006	pl	1	nature_articles
2006	pt	1	nature_articles
2006	ru	1	nature_articles
2006	se	4	nature_articles
2006	us	63	nature_articles
2006	ve	1	nature_articles
2006	za	1	nature_articles
2007	at	3	nature_articles
2007	au	3	nature_articles
2007	be	1	nature_articles
2007	ca	3	nature_articles
2007	cn	2	nature_articles
2007	de	6	nature_articles
2007	dk	4	nature_articles
2007	fi	2	nature_articles
2007	fr	4	nature_articles
2007	gb	9	nature_articles
2007	il	3	nature_articles
2007	in	1	nature_articles
2007	it	3	nature_articles
2007	jp	6	nature_articles
2007	kr	2	nature_articles
2007	nl	3	nature_articles
2007	pl	1	nature_articles
2007	se	2	nature_articles
2007	si	1	nature_articles
2007	us	66	nature_articles
2008	ar	1	nature_articles
2008	at	2	nature_articles
2008	au	4	nature_articles
2008	be	3	nature_articles
2008	br	1	nature_articles
2008	ca	5	nature_articles
2008	ch	7	nature_articles
2008	ci	1	nature_articles
2008	cl	1	nature_articles
2008	cn	3	nature_articles
2008	cz	1	nature_articles
2008	de	14	nature_articles
2008	dk	1	nature_articles
2008	es	2	nature_articles
2008	fr	10	nature_articles
2008	gb	21	nature_articles
2008	il	3	nature_articles
2008	is	1	nature_articles
2008	it	5	nature_articles
2008	jp	12	nature_articles
2008	kr	1	nature_articles
2008	lv	1	nature_articles
2008	nl	3	nature_articles
2008	pl	1	nature_articles
2008	se	2	nature_articles
2008	tt	1	nature_articles
2008	tz	1	nature_articles
2008	us	76	nature_articles
2009	at	1	nature_articles
2009	au	2	nature_articles
2009	ca	2	nature_articles
2009	cn	3	nature_articles
2009	de	10	nature_articles
2009	fr	2	nature_articles
2009	gb	12	nature_articles
2009	ie	1	nature_articles
2009	il	2	nature_articles
2009	in	1	nature_articles
2009	it	1	nature_articles
2009	jp	9	nature_articles
2009	kr	1	nature_articles
2009	mx	1	nature_articles
2009	nl	5	nature_articles
2009	no	1	nature_articles
2009	pt	2	nature_articles
2009	sg	2	nature_articles
2009	us	57	nature_articles
2010	au	6	nature_articles
2010	be	1	nature_articles
2010	ca	11	nature_articles
2010	ch	10	nature_articles
2010	cn	2	nature_articles
2010	de	13	nature_articles
2010	dk	1	nature_articles
2010	ee	1	nature_articles
2010	es	4	nature_articles
2010	fi	1	nature_articles
2010	fr	4	nature_articles
2010	gb	18	nature_articles
2010	gl	1	nature_articles
2010	il	2	nature_articles
2010	it	2	nature_articles
2010	jp	10	nature_articles
2010	nz	1	nature_articles
2010	pl	2	nature_articles
2010	pt	1	nature_articles
2010	ru	2	nature_articles
2010	se	3	nature_articles
2010	us	96	nature_articles
2011	at	6	nature_articles
2011	au	7	nature_articles
2011	be	5	nature_articles
2011	ca	9	nature_articles
2011	ch	10	nature_articles
2011	cl	1	nature_articles
2011	cn	6	nature_articles
2011	de	26	nature_articles
2011	dk	5	nature_articles
2011	ee	1	nature_articles
2011	es	5	nature_articles
2011	fi	3	nature_articles
2011	fr	8	nature_articles
2011	gb	18	nature_articles
2011	gr	1	nature_articles
2011	ie	1	nature_articles
2011	il	2	nature_articles
2011	it	4	nature_articles
2011	jp	10	nature_articles
2011	ke	1	nature_articles
2011	kr	2	nature_articles
2011	nl	6	nature_articles
2011	no	1	nature_articles
2011	pa	1	nature_articles
2011	pt	1	nature_articles
2011	ru	2	nature_articles
2011	se	4	nature_articles
2011	tw	1	nature_articles
2011	us	89	nature_articles
2012	at	4	nature_articles
2012	au	5	nature_articles
2012	be	5	nature_articles
2012	br	2	nature_articles
2012	ca	10	nature_articles
2012	ch	13	nature_articles
2012	cn	11	nature_articles
2012	cz	2	nature_articles
2012	de	23	nature_articles
2012	dk	5	nature_articles
2012	ee	1	nature_articles
2012	es	7	nature_articles
2012	et	1	nature_articles
2012	fi	1	nature_articles
2012	fr	13	nature_articles
2012	gb	32	nature_articles
2012	gr	2	nature_articles
2012	hr	1	nature_articles
2012	hu	1	nature_articles
2012	ie	1	nature_articles
2012	il	1	nature_articles
2012	in	1	nature_articles
2012	is	2	nature_articles
2012	it	9	nature_articles
2012	jp	14	nature_articles
2012	kr	3	nature_articles
2012	nl	11	nature_articles
2012	no	4	nature_articles
2012	nz	2	nature_articles
2012	pl	2	nature_articles
2012	pt	3	nature_articles
2012	rs	1	nature_articles
2012	se	6	nature_articles
2012	sg	1	nature_articles
2012	sk	1	nature_articles
2012	tr	1	nature_articles
2012	tw	1	nature_articles
2012	us	131	nature_articles
2012	ve	1	nature_articles
2012	za	1	nature_articles
2013	ar	1	nature_articles
2013	at	4	nature_articles
2013	au	4	nature_articles
2013	be	5	nature_articles
2013	br	1	nature_articles
2013	bw	1	nature_articles
2013	ca	14	nature_articles
2013	ch	5	nature_articles
2013	cn	11	nature_articles
2013	de	24	nature_articles
2013	dk	4	nature_articles
2013	es	6	nature_articles
2013	fi	3	nature_articles
2013	fr	9	nature_articles
2013	gb	22	nature_articles
2013	gr	1	nature_articles
2013	ie	1	nature_articles
2013	il	3	nature_articles
2013	is	1	nature_articles
2013	it	3	nature_articles
2013	jp	10	nature_articles
2013	kh	1	nature_articles
2013	nl	2	nature_articles
2013	pl	1	nature_articles
2013	pt	2	nature_articles
2013	ru	1	nature_articles
2013	se	5	nature_articles
2013	sg	4	nature_articles
2013	si	1	nature_articles
2013	tw	1	nature_articles
2013	us	99	nature_articles
2013	za	1	nature_articles
2014	at	1	nature_articles
2014	au	13	nature_articles
2014	be	4	nature_articles
2014	bg	1	nature_articles
2014	br	2	nature_articles
2014	ca	17	nature_articles
2014	ch	16	nature_articles
2014	cn	16	nature_articles
2014	cz	1	nature_articles
2014	de	24	nature_articles
2014	dk	2	nature_articles
2014	ee	1	nature_articles
2014	es	7	nature_articles
2014	et	1	nature_articles
2014	fi	1	nature_articles
2014	fr	21	nature_articles
2014	gb	26	nature_articles
2014	gm	1	nature_articles
2014	hu	1	nature_articles
2014	ie	1	nature_articles
2014	il	3	nature_articles
2014	in	1	nature_articles
2014	it	4	nature_articles
2014	jp	11	nature_articles
2014	ke	1	nature_articles
2014	kr	3	nature_articles
2014	mg	1	nature_articles
2014	mm	1	nature_articles
2014	nl	8	nature_articles
2014	no	1	nature_articles
2014	nz	1	nature_articles
2014	pl	3	nature_articles
2014	pt	1	nature_articles
2014	ro	1	nature_articles
2014	ru	6	nature_articles
2014	se	9	nature_articles
2014	sg	2	nature_articles
2014	ug	1	nature_articles
2014	us	106	nature_articles
2014	za	3	nature_articles
2015	am	1	nature_articles
2015	ar	2	nature_articles
2015	at	3	nature_articles
2015	au	10	nature_articles
2015	be	2	nature_articles
2015	br	1	nature_articles
2015	ca	12	nature_articles
2015	ch	13	nature_articles
2015	cl	1	nature_articles
2015	cn	10	nature_articles
2015	cr	1	nature_articles
2015	cz	2	nature_articles
2015	de	28	nature_articles
2015	dk	6	nature_articles
2015	ee	1	nature_articles
2015	es	11	nature_articles
2015	fi	1	nature_articles
2015	fr	12	nature_articles
2015	gb	32	nature_articles
2015	gr	1	nature_articles
2015	hr	1	nature_articles
2015	hu	1	nature_articles
2015	id	1	nature_articles
2015	ie	2	nature_articles
2015	il	4	nature_articles
2015	it	7	nature_articles
2015	jp	11	nature_articles
2015	ke	1	nature_articles
2015	kr	1	nature_articles
2015	lt	1	nature_articles
2015	nl	8	nature_articles
2015	no	7	nature_articles
2015	nz	3	nature_articles
2015	pa	1	nature_articles
2015	pl	1	nature_articles
2015	pt	1	nature_articles
2015	rs	1	nature_articles
2015	ru	4	nature_articles
2015	se	8	nature_articles
2015	sg	2	nature_articles
2015	tw	1	nature_articles
2015	us	111	nature_articles
2015	za	1	nature_articles
2016	am	2	nature_articles
2016	ar	1	nature_articles
2016	at	6	nature_articles
2016	au	9	nature_articles
2016	be	4	nature_articles
2016	bg	1	nature_articles
2016	bn	1	nature_articles
2016	br	1	nature_articles
2016	ca	10	nature_articles
2016	ch	9	nature_articles
2016	cl	1	nature_articles
2016	cn	19	nature_articles
2016	cz	1	nature_articles
2016	de	32	nature_articles
2016	dk	6	nature_articles
2016	ee	3	nature_articles
2016	es	13	nature_articles
2016	et	1	nature_articles
2016	fi	2	nature_articles
2016	fr	16	nature_articles
2016	gb	31	nature_articles
2016	hr	1	nature_articles
2016	hu	2	nature_articles
2016	ie	2	nature_articles
2016	il	7	nature_articles
2016	in	3	nature_articles
2016	it	4	nature_articles
2016	jp	8	nature_articles
2016	ke	1	nature_articles
2016	kr	2	nature_articles
2016	mx	1	nature_articles
2016	my	1	nature_articles
2016	nl	9	nature_articles
2016	no	5	nature_articles
2016	nz	1	nature_articles
2016	pe	2	nature_articles
2016	pg	1	nature_articles
2016	pt	1	nature_articles
2016	ro	2	nature_articles
2016	ru	3	nature_articles
2016	se	4	nature_articles
2016	sg	6	nature_articles
2016	sv	1	nature_articles
2016	tr	1	nature_articles
2016	us	108	nature_articles
2017	ae	1	nature_articles
2017	at	2	nature_articles
2017	au	15	nature_articles
2017	be	5	nature_articles
2017	br	2	nature_articles
2017	ca	14	nature_articles
2017	ch	8	nature_articles
2017	cn	17	nature_articles
2017	co	1	nature_articles
2017	cz	1	nature_articles
2017	de	23	nature_articles
2017	dk	7	nature_articles
2017	es	8	nature_articles
2017	fi	1	nature_articles
2017	fr	9	nature_articles
2017	gb	43	nature_articles
2017	gt	1	nature_articles
2017	il	3	nature_articles
2017	in	1	nature_articles
2017	is	1	nature_articles
2017	it	5	nature_articles
2017	jp	8	nature_articles
2017	kr	3	nature_articles
2017	mx	3	nature_articles
2017	nl	5	nature_articles
2017	no	4	nature_articles
2017	nz	2	nature_articles
2017	pt	1	nature_articles
2017	qa	1	nature_articles
