fore_name_simple	n_authors	genderize_sample_size	query_date	probability_male
svoboda	NA	18673	2021-02-15	72
tadataka	NA	18673	2021-02-15	4
tautz	NA	18673	2021-02-15	4
towers	NA	18673	2021-02-15	17
toyako	NA	18673	2021-02-15	3
turton	NA	18673	2021-02-15	8
villa	NA	18673	2021-02-15	994
weitz	NA	18673	2021-02-15	9
wessely	NA	18673	2021-02-15	4
wheeler	NA	18673	2021-02-15	31
wilkins	NA	18673	2021-02-15	129
winawer	NA	18673	2021-02-15	1
wolfdietrich	NA	18673	2021-02-15	7
yuao	NA	18673	2021-02-15	2
zamore	NA	18673	2021-02-15	2
zenobia	NA	18673	2021-02-15	275
zenz	NA	18673	2021-02-15	19
zerina	NA	18673	2021-02-15	227
abramov	NA	18673	2021-02-15	12
binney	NA	18673	2021-02-15	3
dabiri	NA	18673	2021-02-15	7
eddington	NA	18673	2021-02-15	9
irawati	NA	18673	2021-02-15	35
jawaharlal	NA	18673	2021-02-15	5
mancuso	NA	18673	2021-02-15	87
masson	NA	18673	2021-02-15	319
matsuoka	NA	18673	2021-02-15	36
mccarthy	NA	18673	2021-02-15	55
nodon	NA	18673	2021-02-15	2
perel	NA	18673	2021-02-15	17
roushan	NA	18673	2021-02-15	29
zundel	NA	18673	2021-02-15	4
arkhat	NA	18673	2021-02-15	6
asner	NA	18673	2021-02-15	5
barnety	NA	18673	2021-02-15	1
benke	NA	18673	2021-02-15	130
brainbow	NA	18673	2021-02-15	3
cass	NA	18673	2021-02-15	686
casten	NA	18673	2021-02-15	10
changhuei	NA	18673	2021-02-15	1
cressant	NA	18673	2021-02-15	2
gaius	NA	18673	2021-02-15	146
ghoniem	NA	18673	2021-02-15	2
gibbs	NA	18673	2021-02-15	171
glennda	NA	18673	2021-02-15	8
greene	NA	18673	2021-02-15	35
harshkumar	NA	18673	2021-02-15	1
hegarty	NA	18673	2021-02-15	2
jacobson	NA	18673	2021-02-15	46
joeben	NA	18673	2021-02-15	21
jungwirth	NA	18673	2021-02-15	3
kathey	NA	18673	2021-02-15	29
lapchee	NA	18673	2021-02-15	1
lazaridis	NA	18673	2021-02-15	8
leysia	NA	18673	2021-02-15	4
mahajan	NA	18673	2021-02-15	7
makira	NA	18673	2021-02-15	10
mascaro	NA	18673	2021-02-15	10
perona	NA	18673	2021-02-15	19
petronis	NA	18673	2021-02-15	1
promode	NA	18673	2021-02-15	2
ribeiro	NA	18673	2021-02-15	1204
roth	NA	18673	2021-02-15	242
rubinstein	NA	18673	2021-02-15	6
rukang	NA	18673	2021-02-15	1
rurik	NA	18673	2021-02-15	28
sawin	NA	18673	2021-02-15	9
soyam	NA	18673	2021-02-15	5
tevi	NA	18673	2021-02-15	77
thinley	NA	18673	2021-02-15	43
vjollca	NA	18673	2021-02-15	360
wada	NA	18673	2021-02-15	204
forsberg	NA	18673	2021-02-15	13
hirsch	NA	18673	2021-02-15	67
rinn	NA	18673	2021-02-15	32
rohaizah	NA	18673	2021-02-15	14
sabatini	NA	18673	2021-02-15	46
varian	NA	18673	2021-02-15	39
vibhas	NA	18673	2021-02-15	4
andy	NA	18673	2021-02-15	66103
asadi	NA	18673	2021-02-15	21
avishai	NA	18673	2021-02-15	26
barroso	NA	18673	2021-02-15	118
bartke	NA	18673	2021-02-15	3
beike	NA	18673	2021-02-15	4
bentham	NA	18673	2021-02-15	5
bergstrom	NA	18673	2021-02-15	1
bionet	NA	18673	2021-02-15	1
blatt	NA	18673	2021-02-15	11
boasso	NA	18673	2021-02-15	1
bogan	NA	18673	2021-02-15	21
bolden	NA	18673	2021-02-15	7
bolognesi	NA	18673	2021-02-15	11
bolortsetseg	NA	18673	2021-02-15	3
botai	NA	18673	2021-02-15	1
bramwell	NA	18673	2021-02-15	14
bray	NA	18673	2021-02-15	122
buyelwa	NA	18673	2021-02-15	2
byeongchun	NA	18673	2021-02-15	1
calder	NA	18673	2021-02-15	14
carr	NA	18673	2021-02-15	160
cebeci	NA	18673	2021-02-15	22
ceder	NA	18673	2021-02-15	19
cerrejon	NA	18673	2021-02-15	1
chakravarti	NA	18673	2021-02-15	2
chepstow	NA	18673	2021-02-15	1
lusty	NA	18673	2021-02-15	58
conway	NA	18673	2021-02-15	59
crotts	NA	18673	2021-02-15	1
debenedetti	NA	18673	2021-02-15	1
dehaene	NA	18673	2021-02-15	4
dicarlo	NA	18673	2021-02-15	35
dominette	NA	18673	2021-02-15	7
donig	NA	18673	2021-02-15	1
dunham	NA	18673	2021-02-15	7
dusic	NA	18673	2021-02-15	2
edelman	NA	18673	2021-02-15	6
euros	NA	18673	2021-02-15	23
fioroni	NA	18673	2021-02-15	2
forden	NA	18673	2021-02-15	2
fos	NA	18673	2021-02-15	51
gagnon	NA	18673	2021-02-15	38
granot	NA	18673	2021-02-15	1
grigg	NA	18673	2021-02-15	1
gurian	NA	18673	2021-02-15	2
sherman	NA	18673	2021-02-15	464
gyapong	NA	18673	2021-02-15	3
hahn	NA	18673	2021-02-15	113
harless	NA	18673	2021-02-15	1
hegner	NA	18673	2021-02-15	4
heinke	NA	18673	2021-02-15	46
hoy	NA	18673	2021-02-15	136
jeffress	NA	18673	2021-02-15	1
johannesson	NA	18673	2021-02-15	3
judge	NA	18673	2021-02-15	218
jungers	NA	18673	2021-02-15	3
jurron	NA	18673	2021-02-15	2
ketino	NA	18673	2021-02-15	33
kilimanjaro	NA	18673	2021-02-15	22
kindler	NA	18673	2021-02-15	5
krishnaswami	NA	18673	2021-02-15	3
kwiat	NA	18673	2021-02-15	40
langer	NA	18673	2021-02-15	95
lehman	NA	18673	2021-02-15	29
leisha	NA	18673	2021-02-15	60
levison	NA	18673	2021-02-15	17
liberman	NA	18673	2021-02-15	13
lowry	NA	18673	2021-02-15	29
mail	NA	18673	2021-02-15	278
marieanne	NA	18673	2021-02-15	109
mariepaule	NA	18673	2021-02-15	81
marland	NA	18673	2021-02-15	13
marozzi	NA	18673	2021-02-15	4
marrazzo	NA	18673	2021-02-15	23
marye	NA	18673	2021-02-15	194
mase	NA	18673	2021-02-15	335
matsumoto	NA	18673	2021-02-15	123
maurer	NA	18673	2021-02-15	76
mayor	NA	18673	2021-02-15	781
mcclure	NA	18673	2021-02-15	4
mccombie	NA	18673	2021-02-15	1
mcintyre	NA	18673	2021-02-15	5
mercader	NA	18673	2021-02-15	8
mitsos	NA	18673	2021-02-15	663
mount	NA	18673	2021-02-15	53
mugele	NA	18673	2021-02-15	1
nakanishi	NA	18673	2021-02-15	33
nanoco	NA	18673	2021-02-15	1
neanderthal	NA	18673	2021-02-15	7
nietzsche	NA	18673	2021-02-15	69
nimmo	NA	18673	2021-02-15	13
nophea	NA	18673	2021-02-15	1
noy	NA	18673	2021-02-15	485
brien	NA	18673	2021-02-15	137
connor	NA	18673	2021-02-15	2581
octavi	NA	18673	2021-02-15	97
okazaki	NA	18673	2021-02-15	24
oosawa	NA	18673	2021-02-15	5
papp	NA	18673	2021-02-15	826
pappalardo	NA	18673	2021-02-15	36
pershing	NA	18673	2021-02-15	14
peruzza	NA	18673	2021-02-15	2
pietrini	NA	18673	2021-02-15	6
purvis	NA	18673	2021-02-15	10
renzong	NA	18673	2021-02-15	2
requena	NA	18673	2021-02-15	26
rosta	NA	18673	2021-02-15	904
ruskin	NA	18673	2021-02-15	20
saint	NA	18673	2021-02-15	1957
sanofi	NA	18673	2021-02-15	6
sathasivam	NA	18673	2021-02-15	9
scarpa	NA	18673	2021-02-15	41
schoonjans	NA	18673	2021-02-15	9
schuster	NA	18673	2021-02-15	105
schuur	NA	18673	2021-02-15	1
shindell	NA	18673	2021-02-15	1
sievert	NA	18673	2021-02-15	16
spash	NA	18673	2021-02-15	6
sputnik	NA	18673	2021-02-15	113
sterns	NA	18673	2021-02-15	3
tair	NA	18673	2021-02-15	142
aki	NA	18673	2021-02-15	3475
taka	NA	18673	2021-02-15	1133
tarsh	NA	18673	2021-02-15	4
tashiro	NA	18673	2021-02-15	16
thoraya	NA	18673	2021-02-15	20
treier	NA	18673	2021-02-15	2
vipula	NA	18673	2021-02-15	14
wangari	NA	18673	2021-02-15	30
weber	NA	18673	2021-02-15	535
weinberg	NA	18673	2021-02-15	10
whitey	NA	18673	2021-02-15	80
widjaja	NA	18673	2021-02-15	10
wilcock	NA	18673	2021-02-15	2
winfred	NA	18673	2021-02-15	213
yokokawa	NA	18673	2021-02-15	3
yukiya	NA	18673	2021-02-15	37
zhoufeng	NA	18673	2021-02-15	8
abegg	NA	18673	2021-02-15	2
barnard	NA	18673	2021-02-15	54
schiller	NA	18673	2021-02-15	51
sollas	NA	18673	2021-02-15	1
theobald	NA	18673	2021-02-15	54
tizard	NA	18673	2021-02-15	2
alpagut	NA	18673	2021-02-15	13
alycia	NA	18673	2021-02-15	610
ames	NA	18673	2021-02-15	89
annesophie	NA	18673	2021-02-15	236
archil	NA	18673	2021-02-15	122
barendrecht	NA	18673	2021-02-15	1
besser	NA	18673	2021-02-15	15
bhrigu	NA	18673	2021-02-15	14
carlson	NA	18673	2021-02-15	139
chiron	NA	18673	2021-02-15	102
daeyeol	NA	18673	2021-02-15	8
dietram	NA	18673	2021-02-15	1
dryden	NA	18673	2021-02-15	14
eun	NA	18673	2021-02-15	2884
seong	NA	18673	2021-02-15	1362
güven	NA	18673	2021-02-15	43
ham	NA	18673	2021-02-15	1539
heindel	NA	18673	2021-02-15	2
itiel	NA	18673	2021-02-15	12
izzettin	NA	18673	2021-02-15	486
jamais	NA	18673	2021-02-15	98
jittawadee	NA	18673	2021-02-15	2
johnston	NA	18673	2021-02-15	67
knorr	NA	18673	2021-02-15	13
lazell	NA	18673	2021-02-15	6
londoner	NA	18673	2021-02-15	106
moore	NA	18673	2021-02-15	449
murawski	NA	18673	2021-02-15	3
myers	NA	18673	2021-02-15	63
pandor	NA	18673	2021-02-15	20
rane	NA	18673	2021-02-15	228
shaddad	NA	18673	2021-02-15	9
smalley	NA	18673	2021-02-15	3
til	NA	18673	2021-02-15	284
tirin	NA	18673	2021-02-15	2
voigt	NA	18673	2021-02-15	20
cohen	NA	18673	2021-02-15	350
iwata	NA	18673	2021-02-15	28
leake	NA	18673	2021-02-15	7
borisov	NA	18673	2021-02-15	20
clausius	NA	18673	2021-02-15	5
dunn	NA	18673	2021-02-15	72
freeth	NA	18673	2021-02-15	2
hori	NA	18673	2021-02-15	118
kopp	NA	18673	2021-02-15	94
letessier	NA	18673	2021-02-15	14
plotnik	NA	18673	2021-02-15	2
purcell	NA	18673	2021-02-15	16
salvinia	NA	18673	2021-02-15	4
sharman	NA	18673	2021-02-15	31
snyder	NA	18673	2021-02-15	29
zimmet	NA	18673	2021-02-15	3
antropov	NA	18673	2021-02-15	2
arch	NA	18673	2021-02-15	362
asperger	NA	18673	2021-02-15	3
baron	NA	18673	2021-02-15	1826
bearman	NA	18673	2021-02-15	15
bennet	NA	18673	2021-02-15	367
boni	NA	18673	2021-02-15	1143
bonnan	NA	18673	2021-02-15	3
buchanan	NA	18673	2021-02-15	10
chimerix	NA	18673	2021-02-15	1
doolittle	NA	18673	2021-02-15	8
duke	NA	18673	2021-02-15	2125
florabel	NA	18673	2021-02-15	47
fukuda	NA	18673	2021-02-15	53
giuliani	NA	18673	2021-02-15	57
hermogene	NA	18673	2021-02-15	8
jeanbaptiste	NA	18673	2021-02-15	180
jeanmichel	NA	18673	2021-02-15	417
kepler	NA	18673	2021-02-15	44
kobayashi	NA	18673	2021-02-15	174
kumares	NA	18673	2021-02-15	5
laudeline	NA	18673	2021-02-15	2
lyonell	NA	18673	2021-02-15	8
manza	NA	18673	2021-02-15	106
marzocchi	NA	18673	2021-02-15	5
neylon	NA	18673	2021-02-15	3
keefe	NA	18673	2021-02-15	38
orbach	NA	18673	2021-02-15	2
poo	NA	18673	2021-02-15	1268
rowell	NA	18673	2021-02-15	409
simba	NA	18673	2021-02-15	1131
spero	NA	18673	2021-02-15	109
tutankhamun	NA	18673	2021-02-15	5
venkatramanan	NA	18673	2021-02-15	10
vlatko	NA	18673	2021-02-15	359
zeeya	NA	18673	2021-02-15	7
cremer	NA	18673	2021-02-15	22
hearn	NA	18673	2021-02-15	3
aaronson	NA	18673	2021-02-15	2
abdoulie	NA	18673	2021-02-15	387
abhisit	NA	18673	2021-02-15	8
acheson	NA	18673	2021-02-15	1
acton	NA	18673	2021-02-15	13
albro	NA	18673	2021-02-15	7
aloisio	NA	18673	2021-02-15	135
aloizio	NA	18673	2021-02-15	10
annewil	NA	18673	2021-02-15	11
aprile	NA	18673	2021-02-15	96
ari	NA	10413	2021-02-16	0.65
ben	NA	77991	2021-02-16	0.95
arkani	NA	5	2021-02-16	0.8
hamed	NA	9345	2021-02-16	0.98
giwa	NA	166	2021-02-16	0.85
osagie	NA	260	2021-02-16	0.93
grisha	NA	386	2021-02-16	0.97
rodrigo	NA	22355	2021-02-16	0.99
pete	NA	10020	2021-02-16	0.98
guha	NA	4	2021-02-16	1
sapir	NA	41	2021-02-16	0.9
llewellyn	NA	193	2021-02-16	0.92
smith	NA	5216	2021-02-16	0.89
morein	NA	15	2021-02-16	0.93
zamir	NA	478	2021-02-16	0.97
lyonnet	NA	11	2021-02-16	0.64
stoppa	NA	15	2021-02-16	1
andy	NA	66103	2021-02-16	0.92
chepstow	NA	1	2021-02-16	1
lusty	NA	58	2021-02-16	0.74
gurian	NA	2	2021-02-16	0.5
sherman	NA	464	2021-02-16	0.98
brien	NA	137	2021-02-16	0.83
connor	NA	2581	2021-02-16	0.99
aki	NA	3475	2021-02-16	0.69
taka	NA	1133	2021-02-16	0.85
eun	NA	2884	2021-02-16	0.82
seong	NA	1362	2021-02-16	0.85
baron	NA	1826	2021-02-16	0.9
cohen	NA	350	2021-02-16	0.77
buchanan	NA	10	2021-02-16	1
keefe	NA	38	2021-02-16	0.97
hearn	NA	3	2021-02-16	0.67
guzik	NA	10	2021-02-16	0.7
baez	NA	20	2021-02-16	0.65
bahri	NA	3095	2021-02-16	0.96
baltimore	NA	37	2021-02-16	0.84
beachy	NA	13	2021-02-16	0.62
bengtson	NA	3	2021-02-16	1
bennie	NA	1216	2021-02-16	0.92
benton	NA	102	2021-02-16	0.97
berg	NA	311	2021-02-16	0.8
bettie	NA	277	2021-02-16	0.97
bol	NA	231	2021-02-16	0.78
boldt	NA	5	2021-02-16	0.6
bonang	NA	55	2021-02-16	0.53
bonifer	NA	3	2021-02-16	1
boschi	NA	24	2021-02-16	0.79
bouwens	NA	3	2021-02-16	0.67
brewer	NA	12	2021-02-16	1
brito	NA	339	2021-02-16	0.85
bustamante	NA	21	2021-02-16	0.86
calvetti	NA	1	2021-02-16	1
cappellini	NA	4	2021-02-16	0.75
cardinale	NA	50	2021-02-16	0.86
caulfield	NA	8	2021-02-16	0.88
charfi	NA	116	2021-02-16	0.95
charo	NA	4916	2021-02-16	0.96
chueng	NA	10	2021-02-16	0.5
coles	NA	27	2021-02-16	0.74
daphnia	NA	3	2021-02-16	1
darryn	NA	172	2021-02-16	0.97
denisov	NA	12	2021-02-16	0.58
dickey	NA	28	2021-02-16	0.96
dokken	NA	10	2021-02-16	1
earth	NA	252	2021-02-16	0.81
elkon	NA	4	2021-02-16	1
engelen	NA	19	2021-02-16	0.53
erectus	NA	19	2021-02-16	1
ersan	NA	3900	2021-02-16	0.97
feigin	NA	1	2021-02-16	1
fokko	NA	132	2021-02-16	0.99
foley	NA	90	2021-02-16	0.89
fowler	NA	32	2021-02-16	0.94
franzen	NA	18	2021-02-16	0.61
freedman	NA	11	2021-02-16	1
frid	NA	140	2021-02-16	0.86
friedman	NA	12	2021-02-16	0.75
fujima	NA	4	2021-02-16	0.75
gabrielse	NA	2	2021-02-16	1
garet	NA	69	2021-02-16	0.83
geme	NA	122	2021-02-16	0.74
gija	NA	29	2021-02-16	0.66
goebel	NA	4	2021-02-16	0.5
golden	NA	2352	2021-02-16	0.78
grey	NA	1101	2021-02-16	0.76
guarente	NA	2	2021-02-16	0.5
guilio	NA	31	2021-02-16	0.94
guust	NA	30	2021-02-16	0.97
halena	NA	19	2021-02-16	0.89
halvard	NA	42	2021-02-16	1
hancock	NA	133	2021-02-16	0.96
hartung	NA	13	2021-02-16	0.77
hastings	NA	65	2021-02-16	0.97
hawass	NA	7	2021-02-16	1
hejdi	NA	10	2021-02-16	1
helmann	NA	1	2021-02-16	1
hooke	NA	5	2021-02-16	1
houdini	NA	60	2021-02-16	0.98
iida	NA	518	2021-02-16	0.91
inoue	NA	149	2021-02-16	0.64
insel	NA	17	2021-02-16	0.53
isaacs	NA	28	2021-02-16	0.93
jeanpierre	NA	1257	2021-02-16	0.98
jianni	NA	50	2021-02-16	0.9
joeph	NA	15	2021-02-16	1
jupiter	NA	628	2021-02-16	0.89
kahing	NA	1	2021-02-16	1
kalas	NA	68	2021-02-16	0.87
kato	NA	782	2021-02-16	0.69
kaufman	NA	12	2021-02-16	0.83
lacassie	NA	1	2021-02-16	1
lanza	NA	83	2021-02-16	0.75
larserik	NA	10	2021-02-16	1
lassina	NA	532	2021-02-16	0.98
laughlin	NA	4	2021-02-16	1
lees	NA	48	2021-02-16	0.6
leopoldina	NA	126	2021-02-16	0.98
lieberman	NA	1	2021-02-16	1
lockheed	NA	1	2021-02-16	1
lyons	NA	24	2021-02-16	0.92
lyson	NA	43	2021-02-16	0.67
magic	NA	2557	2021-02-16	0.83
maharaj	NA	9	2021-02-16	1
maksoud	NA	8	2021-02-16	0.75
malani	NA	37	2021-02-16	0.76
manis	NA	112	2021-02-16	0.71
mccloskey	NA	2	2021-02-16	1
mcdermott	NA	2	2021-02-16	1
mcnulty	NA	11	2021-02-16	0.82
mellon	NA	46	2021-02-16	0.8
micalizio	NA	1	2021-02-16	1
murry	NA	123	2021-02-16	0.93
mycle	NA	10	2021-02-16	1
nielsen	NA	114	2021-02-16	0.77
nyawira	NA	20	2021-02-16	1
ollanta	NA	2	2021-02-16	0.5
opoka	NA	10	2021-02-16	0.9
ouk	NA	36	2021-02-16	0.61
peckham	NA	5	2021-02-16	1
pepys	NA	13	2021-02-16	0.54
piarroux	NA	1	2021-02-16	1
porcar	NA	5	2021-02-16	1
qizhong	NA	4	2021-02-16	1
ragni	NA	36	2021-02-16	0.67
ranson	NA	34	2021-02-16	0.82
red	NA	8563	2021-02-16	0.79
redah	NA	82	2021-02-16	0.98
redfield	NA	20	2021-02-16	0.95
reiter	NA	64	2021-02-16	0.78
retta	NA	73	2021-02-16	0.84
rimm	NA	19	2021-02-16	0.68
rolfe	NA	12	2021-02-16	1
rovida	NA	4	2021-02-16	0.75
rubele	NA	2	2021-02-16	1
rychard	NA	39	2021-02-16	1
salisbury	NA	9	2021-02-16	1
scherer	NA	49	2021-02-16	0.63
schmitt	NA	354	2021-02-16	0.57
schutz	NA	31	2021-02-16	0.52
schweitzer	NA	50	2021-02-16	0.6
sethi	NA	56	2021-02-16	0.89
shahnaaz	NA	12	2021-02-16	1
shangping	NA	1	2021-02-16	1
sheely	NA	5	2021-02-16	0.6
shor	NA	14	2021-02-16	0.86
siegwart	NA	12	2021-02-16	1
skip	NA	309	2021-02-16	0.92
stapel	NA	2	2021-02-16	1
steinberg	NA	5	2021-02-16	0.6
stohl	NA	1	2021-02-16	1
svendsen	NA	7	2021-02-16	0.57
swapnesh	NA	8	2021-02-16	1
takeda	NA	77	2021-02-16	0.86
templer	NA	16	2021-02-16	0.88
timmons	NA	8	2021-02-16	0.63
toroni	NA	2	2021-02-16	1
torres	NA	1420	2021-02-16	0.89
tourette	NA	11	2021-02-16	0.64
traub	NA	7	2021-02-16	0.71
tsiri	NA	3	2021-02-16	1
tundi	NA	68	2021-02-16	0.93
vasee	NA	8	2021-02-16	0.88
venkataramani	NA	4	2021-02-16	1
vernick	NA	3	2021-02-16	0.67
vollmer	NA	10	2021-02-16	0.6
voyager	NA	155	2021-02-16	0.95
vyvyan	NA	11	2021-02-16	0.82
weder	NA	52	2021-02-16	0.94
weiler	NA	30	2021-02-16	0.87
wilton	NA	359	2021-02-16	0.93
winfree	NA	3	2021-02-16	1
woit	NA	2	2021-02-16	1
wood	NA	408	2021-02-16	0.87
wright	NA	168	2021-02-16	0.81
yehea	NA	21	2021-02-16	0.95
yevgenya	NA	7	2021-02-16	1
zaidi	NA	434	2021-02-16	0.9
zainul	NA	182	2021-02-16	0.98
zerbo	NA	68	2021-02-16	0.79
zine	NA	1521	2021-02-16	0.81
dumusque	NA	2	2021-02-16	0.5
gilboa	NA	3	2021-02-16	1
humphreys	NA	13	2021-02-16	1
isidor	NA	255	2021-02-16	0.92
jonsson	NA	22	2021-02-16	0.77
karr	NA	51	2021-02-16	0.73
mendeleev	NA	1	2021-02-16	1
mersey	NA	8	2021-02-16	0.75
milne	NA	294	2021-02-16	0.95
scally	NA	22	2021-02-16	0.68
shafir	NA	15	2021-02-16	0.8
sheffield	NA	16	2021-02-16	0.88
ballard	NA	21	2021-02-16	0.9
barish	NA	69	2021-02-16	0.96
beather	NA	2	2021-02-16	0.5
corbetta	NA	3	2021-02-16	0.67
delpy	NA	20	2021-02-16	0.8
dhanak	NA	5	2021-02-16	0.6
ericjan	NA	5	2021-02-16	1
farrar	NA	2	2021-02-16	0.5
fouchier	NA	1	2021-02-16	1
gintis	NA	5	2021-02-16	1
goldberg	NA	88	2021-02-16	0.94
gudeta	NA	6	2021-02-16	1
hap	NA	69	2021-02-16	0.83
kesete	NA	8	2021-02-16	0.88
lederer	NA	7	2021-02-16	0.57
melles	NA	14	2021-02-16	0.79
muramoto	NA	2	2021-02-16	0.5
parashkev	NA	1	2021-02-16	1
pereis	NA	1	2021-02-16	1
rakotoson	NA	26	2021-02-16	0.81
schneewind	NA	1	2021-02-16	1
steward	NA	164	2021-02-16	0.98
strauss	NA	111	2021-02-16	0.92
stryker	NA	42	2021-02-16	1
toba	NA	305	2021-02-16	0.87
west	NA	1177	2021-02-16	0.91
bolon	NA	12	2021-02-16	0.75
brinkman	NA	6	2021-02-16	1
guthrie	NA	12	2021-02-16	1
ab	NA	2496	2021-02-16	0.82
abdisalan	NA	21	2021-02-16	0.95
acta	NA	18	2021-02-16	0.94
akhlaq	NA	84	2021-02-16	0.99
altman	NA	18	2021-02-16	0.94
anthes	NA	5	2021-02-16	1
ashur	NA	81	2021-02-16	0.96
assad	NA	915	2021-02-16	0.97
bahey	NA	3	2021-02-16	1
baird	NA	13	2021-02-16	0.77
banda	NA	318	2021-02-16	0.79
barnes	NA	78	2021-02-16	0.83
bartelle	NA	2	2021-02-16	0.5
beauchamp	NA	11	2021-02-16	0.64
blanco	NA	592	2021-02-16	0.86
boffa	NA	19	2021-02-16	0.63
bokova	NA	1	2021-02-16	1
bossart	NA	16	2021-02-16	0.56
britaldo	NA	1	2021-02-16	1
burley	NA	8	2021-02-16	1
butler	NA	67	2021-02-16	0.94
carle	NA	183	2021-02-16	0.79
casis	NA	18	2021-02-16	0.67
cathee	NA	8	2021-02-16	1
chavali	NA	5	2021-02-16	1
chinchorro	NA	2	2021-02-16	1
chrystele	NA	467	2021-02-16	0.99
cnr	NA	130	2021-02-16	0.94
condoleezza	NA	2	2021-02-16	1
dayk	NA	10	2021-02-16	1
dere	NA	177	2021-02-16	0.76
dhimiter	NA	40	2021-02-16	1
dilma	NA	340	2021-02-16	0.98
dongil	NA	60	2021-02-16	1
dressler	NA	2	2021-02-16	1
drucy	NA	3	2021-02-16	0.67
duckhwan	NA	1	2021-02-16	1
eberhart	NA	18	2021-02-16	0.94
endy	NA	938	2021-02-16	0.76
erikson	NA	186	2021-02-16	1
española	NA	1	2021-02-16	1
euripides	NA	26	2021-02-16	0.96
exequiel	NA	331	2021-02-16	0.98
famiglietti	NA	3	2021-02-16	0.67
faouzia	NA	267	2021-02-16	0.99
felton	NA	40	2021-02-16	0.98
finch	NA	121	2021-02-16	0.93
finkel	NA	6	2021-02-16	0.83
fitzgerald	NA	93	2021-02-16	0.97
gangan	NA	26	2021-02-16	0.81
gathuru	NA	1	2021-02-16	1
geordi	NA	21	2021-02-16	0.95
geslain	NA	4	2021-02-16	1
geza	NA	479	2021-02-16	0.95
ginther	NA	1	2021-02-16	1
glaser	NA	17	2021-02-16	0.53
knoppers	NA	11	2021-02-16	0.82
kremer	NA	62	2021-02-16	0.53
relman	NA	3	2021-02-16	1
yitang	NA	4	2021-02-16	1
yasuchika	NA	9	2021-02-16	1
shashidhara	NA	13	2021-02-16	1
jubilee	NA	63	2021-02-16	0.54
rahn	NA	23	2021-02-16	0.91
wania	NA	102	2021-02-16	0.81
schretter	NA	1	2021-02-16	1
kaggle	NA	1	2021-02-16	1
turney	NA	3	2021-02-16	1
cooley	NA	16	2021-02-16	0.81
albright	NA	13	2021-02-16	0.77
doser	NA	10	2021-02-16	1
whitcomb	NA	1	2021-02-16	1
ricordi	NA	10	2021-02-16	0.6
chandel	NA	20	2021-02-16	0.5
oyewale	NA	98	2021-02-16	0.93
govinder	NA	8	2021-02-16	0.88
philae	NA	20	2021-02-16	0.7
etchegoyen	NA	4	2021-02-16	0.5
lalliana	NA	1	2021-02-16	1
barbieri	NA	66	2021-02-16	0.65
verdin	NA	25	2021-02-16	0.72
linnaeus	NA	2	2021-02-16	0.5
heberlein	NA	1	2021-02-16	1
nusa	NA	159	2021-02-16	0.88
joonghwan	NA	3	2021-02-16	1
dame	NA	1201	2021-02-16	0.76
seifert	NA	12	2021-02-16	0.75
lasker	NA	9	2021-02-16	0.89
zhores	NA	2	2021-02-16	1
kaiba	NA	19	2021-02-16	0.84
vaios	NA	236	2021-02-16	0.99
raam	NA	100	2021-02-16	0.9
asterias	NA	10	2021-02-16	0.7
berggren	NA	3	2021-02-16	1
bigot	NA	118	2021-02-16	0.6
penrose	NA	7	2021-02-16	0.57
kohn	NA	34	2021-02-16	0.76
llamas	NA	29	2021-02-16	0.83
lassa	NA	45	2021-02-16	0.67
author	NA	29	2021-02-16	0.76
sorie	NA	38	2021-02-16	0.63
aloya	NA	25	2021-02-16	0.68
denk	NA	44	2021-02-16	0.77
valarie	NA	127	2021-02-16	0.99
ozcan	NA	1718	2021-02-16	0.95
chariklo	NA	1	2021-02-16	1
haewoon	NA	2	2021-02-16	1
robertjan	NA	28	2021-02-16	1
gavan	NA	62	2021-02-16	0.77
lamattina	NA	2	2021-02-16	0.5
hills	NA	124	2021-02-16	0.73
lister	NA	121	2021-02-16	0.86
symbat	NA	70	2021-02-16	0.9
hidalgo	NA	201	2021-02-16	0.92
vitamin	NA	164	2021-02-16	0.8
sasai	NA	8	2021-02-16	0.5
farallon	NA	1	2021-02-16	1
lorina	NA	2272	2021-02-16	0.96
pew	NA	44	2021-02-16	0.59
montaner	NA	13	2021-02-16	0.69
phylo	NA	28	2021-02-16	0.71
kraus	NA	88	2021-02-16	0.74
gould	NA	22	2021-02-16	0.77
tye	NA	190	2021-02-16	0.84
unchan	NA	5	2021-02-16	0.6
granatum	NA	1	2021-02-16	1
shamnad	NA	21	2021-02-16	1
victoza	NA	1	2021-02-16	1
schwille	NA	1	2021-02-16	1
sutton	NA	36	2021-02-16	0.81
brahma	NA	61	2021-02-16	0.97
heuer	NA	14	2021-02-16	0.64
gurdon	NA	5	2021-02-16	0.6
wyman	NA	50	2021-02-16	0.92
anandia	NA	5	2021-02-16	0.6
roei	NA	46	2021-02-16	1
pappus	NA	9	2021-02-16	0.67
azby	NA	11	2021-02-16	0.55
macarthur	NA	17	2021-02-16	1
foua	NA	32	2021-02-16	0.81
brunton	NA	1	2021-02-16	1
elmi	NA	359	2021-02-16	0.75
spaun	NA	2	2021-02-16	1
annadurai	NA	12	2021-02-16	0.92
edenhofer	NA	1	2021-02-16	1
solter	NA	4	2021-02-16	1
sanders	NA	210	2021-02-16	0.84
sirena	NA	1050	2021-02-16	0.98
shoemaker	NA	2	2021-02-16	1
denning	NA	5	2021-02-16	1
