file_id	year	authors	journo_file_id
541559a	2017	Esther Landhuis	541559a
542503a	2017	Kelly Rae Chi	542503a
543743a	2017	Rosie Mestel	543743a
544255a	2017	Michael Eisenstein	544255a
545119a	2017	Jeffrey M. Perkel	545119a
545511a	2017	Amber Dance	545511a
546687a	2017	XiaoZhi Lim	546687a
547477a	2017	Jeffrey M. Perkel	547477a
548485a	2017	Monya Baker	548485a
549293a	2017	Marissa Fessenden	549293a
550285a	2017	Michael Eisenstein	550285a
d41586-017-05479-7	2017	Esther Landhuis	d41586-017-05479-7
d41586-017-07528-7	2017	Brian Owens	d41586-017-07528-7
