file_id	year	authors	journo_file_id
d41586-018-01386-7	2018	Sarah Hamylton	d41586-018-01386-7
d41586-018-02747-y	2018	Peter Fiske	d41586-018-02747-y
d41586-018-04162-9	2018	Lia Paola Zambetti	d41586-018-04162-9
d41586-018-04606-2	2018	Adrian A. Smith	d41586-018-04606-2
d41586-018-05089-x	2018	Amanda C. Niehaus	d41586-018-05089-x
d41586-018-05589-w	2018	Karra Harrington	d41586-018-05589-w
d41586-018-05714-9	2018	Francesco Sciortino	d41586-018-05714-9
d41586-018-05793-8	2018	Matt McTaggart	d41586-018-05793-8
d41586-018-05823-5	2018	James Ankrum	d41586-018-05823-5
d41586-018-05838-y	2018	Philipp Kruger	d41586-018-05838-y
d41586-018-05899-z	2018	Manasi Kulkarni-Khasnis	d41586-018-05899-z
d41586-018-05947-8	2018	Jess Wade; Maryam Zaringhalam	d41586-018-05947-8
d41586-018-06037-5	2018	Katherine D. Kinzler; Kristin Shutts	d41586-018-06037-5
d41586-018-06213-7	2018	John Tregoning	d41586-018-06213-7
d41586-018-06619-3	2018	Tess L. Veuthey; Samuel Thompson	d41586-018-06619-3
d41586-018-06774-7	2018	Frédéric Bouchard; Émilie Saulnier-Talbot	d41586-018-06774-7
d41586-018-06777-4	2018	Andy Tay	d41586-018-06777-4
d41586-018-06793-4	2018	Summer Praetorius	d41586-018-06793-4
d41586-018-06824-0	2018	Melissa T. Miller	d41586-018-06824-0
d41586-018-06905-0	2018	Irini Topalidou	d41586-018-06905-0
d41586-018-06941-w	2018	Jessica Sharrock	d41586-018-06941-w
d41586-018-06959-0	2018	Emma Kathryn White	d41586-018-06959-0
d41586-018-06991-0	2018	Mathew Stiller-Reeve	d41586-018-06991-0
d41586-018-07120-7	2018	Janani Hariharan	d41586-018-07120-7
d41586-018-07297-x	2018	Crystal M. Botham; Tanya M. Evans	d41586-018-07297-x
d41586-018-07332-x	2018	Lucy A. Taylor	d41586-018-07332-x
d41586-018-07358-1	2018	James Turner	d41586-018-07358-1
d41586-018-07387-w	2018	Lena Constantin	d41586-018-07387-w
d41586-018-07427-5	2018	Shaun Khoo	d41586-018-07427-5
d41586-018-07514-7	2018	Fernando T. Maestre	d41586-018-07514-7
d41586-018-07534-3	2018	Duanduan Han	d41586-018-07534-3
d41586-018-07665-7	2018	Benjamin Tsang	d41586-018-07665-7
d41586-018-07794-z	2018	Katherine Bassil	d41586-018-07794-z
d41586-018-07830-y	2018	Ruth Gotian; Ushma S. Neill	d41586-018-07830-y
