file_id	year	authors	journo_file_id
d41586-019-00039-7	2019	Chris Woolston	d41586-019-00039-7
d41586-019-00128-7	2019	Roberta Kwok	d41586-019-00128-7
d41586-019-00219-5	2019	Josie Glausiusz	d41586-019-00219-5
d41586-019-00290-y	2019	Gabriel Popkin	d41586-019-00290-y
d41586-019-00448-8	2019	Elie Dolgin	d41586-019-00448-8
d41586-019-00523-0	2019	Amber Dance	d41586-019-00523-0
d41586-019-00617-9	2019	Virginia Gewin	d41586-019-00617-9
d41586-019-00683-z	2019	Kendall Powell	d41586-019-00683-z
d41586-019-00747-0	2019	David Payne	d41586-019-00747-0
d41586-019-00902-7	2019	Virginia Gewin	d41586-019-00902-7
d41586-019-01041-9	2019	Virginia Gewin	d41586-019-01041-9
d41586-019-01104-x	2019	Jack Leeming	d41586-019-01104-x
d41586-019-01248-w	2019	Roberta Kwok	d41586-019-01248-w
d41586-019-01315-2	2019	Kendall Powell	d41586-019-01315-2
d41586-019-01428-8	2019	Virginia Gewin	d41586-019-01428-8
d41586-019-01506-x	2019	Gabriel Popkin	d41586-019-01506-x
d41586-019-01570-3	2019	Quirin Schiermeier	d41586-019-01570-3
d41586-019-01694-6	2019	Amber Dance	d41586-019-01694-6
d41586-019-01734-1	2019	Elie Dolgin	d41586-019-01734-1
d41586-019-01797-0	2019	Chris Woolston; Joana Osório	d41586-019-01797-0
d41586-019-01909-w	2019	Emily Sohn	d41586-019-01909-w
d41586-019-01989-8	2019	Jack Leeming	d41586-019-01989-8
d41586-019-02047-z	2019	Roberta Kwok	d41586-019-02047-z
d41586-019-02151-0	2019	Josie Glausiusz	d41586-019-02151-0
d41586-019-02252-w	2019	Amber Dance	d41586-019-02252-w
d41586-019-02311-2	2019	Chris Woolston	d41586-019-02311-2
d41586-019-02620-6	2019	David Adam	d41586-019-02620-6
d41586-019-02943-4	2019	Tracy Staedter	d41586-019-02943-4
d41586-019-03020-6	2019	Nic Fleming	d41586-019-03020-6
d41586-019-03097-z	2019	Brian Owens	d41586-019-03097-z
d41586-019-03361-2	2019	Claire Jones	d41586-019-03361-2
d41586-019-03362-1	2019	Sally Horrocks	d41586-019-03362-1
d41586-019-03369-8	2019	Jack Leeming	d41586-019-03369-8
d41586-019-03370-1	2019	Virginia Gewin	d41586-019-03370-1
d41586-019-03459-7	2019	Chris Woolston	d41586-019-03459-7
d41586-019-03535-y	2019	Chris Woolston	d41586-019-03535-y
d41586-019-03631-z	2019	Chris Woolston; Sarah O’Meara	d41586-019-03631-z
d41586-019-03842-4	2019	Chris Woolston	d41586-019-03842-4
d41586-019-03914-5	2019	Emily Sohn	d41586-019-03914-5
