file_id	year	authors	journo_file_id
d41586-017-08838-6	2018	Ivy Shih	d41586-017-08838-6
d41586-018-00004-w	2018	Amy Maxmen	d41586-018-00004-w
d41586-018-00009-5	2018	Elizabeth Gibney	d41586-018-00009-5
d41586-018-00017-5	2018	Alexandra Witze	d41586-018-00017-5
d41586-018-00018-4	2018	Jeff Tollefson	d41586-018-00018-4
d41586-018-00024-6	2018	Alexandra Witze	d41586-018-00024-6
d41586-018-00080-y	2018	John Pickrell	d41586-018-00080-y
d41586-018-00093-7	2018	Quirin Schiermeier	d41586-018-00093-7
d41586-018-00162-x	2018	Elizabeth Gibney	d41586-018-00162-x
d41586-018-00213-3	2018	Davide Castelvecchi	d41586-018-00213-3
d41586-018-00273-5	2018	Ewen Callaway	d41586-018-00273-5
d41586-018-00341-w	2018	Amy Maxmen	d41586-018-00341-w
d41586-018-00396-9	2018	Elizabeth Gibney	d41586-018-00396-9
d41586-018-00422-w	2018	Alexandra Witze	d41586-018-00422-w
d41586-018-00478-8	2018	Alexandra Witze	d41586-018-00478-8
d41586-018-00484-w	2018	Alison Abbott	d41586-018-00484-w
d41586-018-00489-5	2018	Chris Woolston	d41586-018-00489-5
d41586-018-00492-w	2018	Sara Reardon	d41586-018-00492-w
d41586-018-00604-6	2018	David Cyranoski	d41586-018-00604-6
d41586-018-00625-1	2018	Ewen Callaway	d41586-018-00625-1
d41586-018-00688-0	2018	Richard Van Noorden	d41586-018-00688-0
d41586-018-00840-w	2018	Edd Gent	d41586-018-00840-w
d41586-018-00879-9	2018	Quirin Schiermeier	d41586-018-00879-9
d41586-018-00920-x	2018	Amy Maxmen	d41586-018-00920-x
d41586-018-00926-5	2018	Heidi Ledford	d41586-018-00926-5
d41586-018-00927-4	2018	Jeff Tollefson	d41586-018-00927-4
d41586-018-00954-1	2018	Elizabeth Gibney	d41586-018-00954-1
d41586-018-00972-z	2018	Ewen Callaway	d41586-018-00972-z
d41586-018-00976-9	2018	Cally Carswell	d41586-018-00976-9
d41586-018-01013-5	2018	Alison Abbott	d41586-018-01013-5
d41586-018-01016-2	2018	Lauren Morello; Giorgia Guglielmi; Heidi Ledford; Sara Reardon; Jeff Tollefson; Alexandra Witze	d41586-018-01016-2
d41586-018-01026-0	2018	Quirin Schiermeier	d41586-018-01026-0
d41586-018-01027-z	2018	David Cyranoski	d41586-018-01027-z
d41586-018-01065-7	2018	Giorgia Guglielmi	d41586-018-01065-7
d41586-018-01069-3	2018	Lauren Morello; Sara Reardon; Heidi Ledford	d41586-018-01069-3
d41586-018-01125-y	2018	Elizabeth Gibney	d41586-018-01125-y
d41586-018-01134-x	2018	Amy Maxmen	d41586-018-01134-x
d41586-018-01212-0	2018	Giorgia Guglielmi	d41586-018-01212-0
d41586-018-01240-w	2018	Emma Marris	d41586-018-01240-w
d41586-018-01241-9	2018	T.V. Padma	d41586-018-01241-9
d41586-018-01261-5	2018	Ewen Callaway	d41586-018-01261-5
d41586-018-01276-y	2018	Giorgia Guglielmi	d41586-018-01276-y
d41586-018-01290-0	2018	Sara Reardon	d41586-018-01290-0
d41586-018-01324-7	2018	Sara Reardon	d41586-018-01324-7
d41586-018-01330-9	2018	Giorgia Guglielmi	d41586-018-01330-9
d41586-018-01374-x	2018	Inga Vesper	d41586-018-01374-x
d41586-018-01461-z	2018	Nisha Gaind	d41586-018-01461-z
d41586-018-01466-8	2018	Alison Abbott	d41586-018-01466-8
d41586-018-01501-8	2018	Giorgia Guglielmi	d41586-018-01501-8
d41586-018-01504-5	2018	T.V. Padma	d41586-018-01504-5
d41586-018-01512-5	2018	Mark Zastrow	d41586-018-01512-5
d41586-018-01539-8	2018	Heidi Ledford	d41586-018-01539-8
d41586-018-01541-0	2018	Brian Owens	d41586-018-01541-0
d41586-018-01546-9	2018	Davide Castelvecchi	d41586-018-01546-9
d41586-018-01556-7	2018	Jeff Tollefson	d41586-018-01556-7
d41586-018-01591-4	2018	Elie Dolgin	d41586-018-01591-4
d41586-018-01599-w	2018	Ichiko Fuyuno	d41586-018-01599-w
d41586-018-01600-6	2018	Mark Zastrow	d41586-018-01600-6
d41586-018-01624-y	2018	Ewen Callaway	d41586-018-01624-y
d41586-018-01637-7	2018	Declan Butler	d41586-018-01637-7
d41586-018-01686-y	2018	Cally Carswell	d41586-018-01686-y
d41586-018-01700-3	2018	Giorgia Guglielmi	d41586-018-01700-3
d41586-018-01703-0	2018	Lucas Laursen	d41586-018-01703-0
d41586-018-01713-y	2018	Ewen Callaway	d41586-018-01713-y
d41586-018-01744-5	2018	Alexandra Witze	d41586-018-01744-5
d41586-018-01811-x	2018	Giorgia Guglielmi; Amy Maxmen; Lauren Morello; Sara Reardon; Jeff Tollefson; Alexandra Witze	d41586-018-01811-x
d41586-018-01815-7	2018	Nicky Phillips	d41586-018-01815-7
d41586-018-01838-0	2018	Sarah Wild	d41586-018-01838-0
d41586-018-01874-w	2018	Nisha Gaind	d41586-018-01874-w
d41586-018-01985-4	2018	Lauren Morello; Giorgia Guglielmi; Sara Reardon; Jeff Tollefson; Alexandra Witze	d41586-018-01985-4
d41586-018-02034-w	2018	Alexandra Witze	d41586-018-02034-w
d41586-018-02068-0	2018	Heidi Ledford	d41586-018-02068-0
d41586-018-02113-y	2018	Jeff Tollefson	d41586-018-02113-y
d41586-018-02118-7	2018	Dyna Rochmyaningsih	d41586-018-02118-7
d41586-018-02132-9	2018	Cally Carswell	d41586-018-02132-9
d41586-018-02221-9	2018	Elizabeth Gibney	d41586-018-02221-9
d41586-018-02223-7	2018	Alison Abbott	d41586-018-02223-7
d41586-018-02249-x	2018	T. V. Padma	d41586-018-02249-x
d41586-018-02314-5	2018	Barbara Fraser	d41586-018-02314-5
d41586-018-02315-4	2018	Mark Zastrow	d41586-018-02315-4
