file_id	year	authors	journo_file_id
493030a	2013	Francesco Sciortino; Emanuela Zaccarelli	493030a
493031a	2013	R. Brent Tully	493031a
493033a	2013		493033a
493035a	2013	Steve Hatfield-Dodds	493035a
493036a	2013	Richard A. Dixon	493036a
493166a	2013	Piers Coleman	493166a
493167a	2013	Peter F. Sale	493167a
493168a	2013	Rosamund Daw	493168a
493170a	2013	Thomas F. Krauss	493170a
493171a	2013	Stevan R. Hubbard	493171a
493172a	2013	Anna C. Balazs	493172a
493173a	2013	Simon H. Brocklehurst	493173a
493310b	2013	Ignacio Sancho-Martinez; Juan Carlos Izpisua Belmonte	493310b
493312a	2013	Patrick Goymer	493312a
493313a	2013	Christian Serre	493313a
493484a	2013	Struther Arnott; W. H. Bragg	493484a
493485a	2013	Peter Cargill	493485a
493486a	2013	Bernard Wood	493486a
493487a	2013	Bryce J. W. van Denderen; Erik W. Thompson	493487a
493613a	2013	Paul Charbonneau	493613a
493616a	2013	Maren Voss; Susanna Hietanen	493616a
493619a	2013	Qimiao Si	493619a
493619b	2013		493619b
494046a	2013	Alexander Heger	494046a
494179a	2013	Valer Jeso; Glenn C. Micalizio	494179a
494182a	2013		494182a
494316a	2013	Peter Brown	494316a
494318a	2013		494318a
494321a	2013	David T. Mulder; Brian K. Coombes	494321a
494432a	2013	Christopher S. Reynolds	494432a
494433a	2013	Manuela Villion; Sylvain Moineau	494433a
494434a	2013	W. Tecumseh Fitch	494434a
494437a	2013	Ruth E. Ley	494437a
494439a	2013	Aniek Janssen; René H. Medema	494439a
495050a	2013	Emmanuelle Charpentier; Jennifer A. Doudna	495050a
495051a	2013	Bradley E. Schaefer	495051a
495176a	2013	Tom Gallagher; Stanley Perlman	495176a
495177a	2013	Lidunka Vočadlo	495177a
495178a	2013	Giampietro Schiavo; Mike Fainzilber	495178a
495179a	2013		495179a
495184a	2013	E. Brian Welch	495184a
495316a	2013	Neil A. Dodgson	495316a
495318a	2013	James W. Kirchner; Ken L. Ferrier	495318a
495320a	2013	E. Elizabeth Patton; Lea Harrington	495320a
495321a	2013	Sabine Andergassen	495321a
495325a	2013	Gregory S. Barsh; Leif Andersson	495325a
495452a	2013	Grace John-Stewart	495452a
495453a	2013	Simon Billinge	495453a
495454a	2013	Elisabeth Sikes	495454a
495456a	2013	Pierre Stallforth; Jon Clardy	495456a
496034a	2013	Spencer C. Peck; Wilfred A. van der Donk	496034a
496035a	2013	Saskia Goes	496035a
496038a	2013	Abigail S. Krall; Heather R. Christofk	496038a
496040a	2013	Teri W. Odom	496040a
496041a	2013	Poonam Bheda; Cynthia Wolberger	496041a
496041b	2013		496041b
496172a	2013	Matthew T. Kaufman; Anne K. Churchland	496172a
496173a	2013	Yidong Chong	496173a
496178a	2013	Jack Connerney	496178a
496303a	2013	Desika Narayanan; Chris Carilli	496303a
496304a	2013	Thomas Boehm	496304a
496306a	2013	Bradley Siwick; Eric Collet	496306a
496307a	2013	Beverly Law	496307a
496439a	2013	Frank Wilczek	496439a
496439b	2013		496439b
496442a	2013	Mihály Pósfai; Rafal E. Dunin-Borkowski	496442a
497043a	2013	Alex N. Halliday	497043a
497046a	2013	Christoph D. Weis; Thomas Schenkel	497046a
497047a	2013	Alexander Borst; Johannes Plett	497047a
497049a	2013	Michael J. Clague	497049a
497191a	2013	Robert Braun	497191a
497194a	2013		497194a
497194b	2013	Jennifer E. Smith-Garvin; Luis J. Sigal	497194b
497320a	2013	Mark R. Payne	497320a
497323a	2013	Peter Read	497323a
497442a	2013	Suzanne Wolff; Andrew Dillin	497442a
497443a	2013	Felix A. Rey	497443a
497446a	2013		497446a
497446b	2013	Laurence A. Nafie	497446b
497448a	2013	Wencai Ren; Hui-Ming Cheng	497448a
497568a	2013	György Buzsáki	497568a
497570a	2013	Linda T. Elkins-Tanton	497570a
497573a	2013	William H. Kimbel	497573a
497574a	2013	Robert C. Duncan	497574a
498041a	2013	Jan Zaanen	498041a
498042a	2013	Marco Colonna	498042a
498044a	2013	Joanna M. Atkin; Markus B. Raschke	498044a
498047a	2013	Julia Pongratz	498047a
498174a	2013	Christine L. Mummery; Bernard A. J. Roelen	498174a
498175a	2013	Peter van der Straten	498175a
498179a	2013	Tamara M. Davis	498179a
498180a	2013	Johan Six	498180a
498181a	2013	John Brodholt	498181a
498181b	2013		498181b
498303a	2013	Andrew Whiten	498303a
498307a	2013	Alexandra Gade	498307a
498308a	2013	Vincent J. Hilser	498308a
498310a	2013		498310a
498310b	2013	Oliver G. Pybus; Rebecca R. Gray	498310b
498440a	2013	Ulf Leonhardt	498440a
498443a	2013	Aaron D. Franklin	498443a
498444a	2013	Suchithra Menon; Brendan D. Manning	498444a
498445a	2013		498445a
498446a	2013	Marian Turner	498446a
498446b	2013	A. Taylor Bright; Elizabeth A. Winzeler	498446b
498447a	2013	Roel Baets	498447a
499035a	2013	Stein Aerts; Jan Cools	499035a
499037a	2013	Andrew Mitchinson	499037a
499038a	2013	Leann Tilley; Malcolm McConville	499038a
499039a	2013		499039a
499157a	2013	W. Roger Buck	499157a
499159a	2013	A. Douglas Stone	499159a
499286a	2013	Simon Gustavsson; William D. Oliver	499286a
499289b	2013		499289b
499290a	2013	Yosef Nir	499290a
499291a	2013	Natalia L. Komarova; C. Richard Boland	499291a
499416a	2013	Mark Westmoquette	499416a
500035a	2013		500035a
500036a	2013	Sadaf Shadan	500036a
500036b	2013	Konstantin Sokolov	500036b
500154a	2013	Richard H. Masland	500154a
500156a	2013		500156a
500158a	2013	Paul Flicek	500158a
500159a	2013	Shawn J. Marshall	500159a
500160a	2013	Richard L. Cifelli; Brian M. Davis	500160a
500278a	2013	Brian A. Korgel	500278a
500280a	2013	Philippe Leboulch	500280a
500282a	2013	Timothy C. Ralph	500282a
500404a	2013	Alexander Christmann; Erwin Grill	500404a
500405a	2013	Jørgen Christensen-Dalsgaard	500405a
500406a	2013	Andreas Möglich; Peter Hegemann	500406a
500408a	2013	Douglas Natelson	500408a
500410a	2013		500410a
500411a	2013	Colin Fontaine	500411a
