file_id	year	authors	journo_file_id
d41586-019-00218-6	2019	Marissa Fessenden	d41586-019-00218-6
d41586-019-00681-1	2019	Jyoti Madhusoodanan	d41586-019-00681-1
d41586-019-00904-5	2019	Michael Eisenstein	d41586-019-00904-5
d41586-019-01246-y	2019	Katharine Sanderson	d41586-019-01246-y
d41586-019-01426-w	2019	Jeffrey M. Perkel	d41586-019-01426-w
d41586-019-01590-z	2019	Mike May	d41586-019-01590-z
d41586-019-01987-w	2019	Sandeep Ravindran	d41586-019-01987-w
d41586-019-02251-x	2019	Jeffrey M. Perkel	d41586-019-02251-x
d41586-019-02477-9	2019	Jeffrey M. Perkel	d41586-019-02477-9
d41586-019-02676-4	2019	Monya Baker	d41586-019-02676-4
d41586-019-02853-5	2019	Esther Landhuis	d41586-019-02853-5
d41586-019-03064-8	2019	Jyoti Madhusoodanan	d41586-019-03064-8
d41586-019-03366-x	2019	Jeffrey M. Perkel	d41586-019-03366-x
d41586-019-03536-x	2019	Sandeep Ravindran	d41586-019-03536-x
d41586-019-03632-y	2019	Jeffrey M. Perkel	d41586-019-03632-y
d41586-019-03705-y	2019	Anna Nowogrodzki	d41586-019-03705-y
