file_id	year	authors	journo_file_id
4391017a	2006	Laura Bonetta	4391017a
4391017b	2006		4391017b
4391018a	2006		4391018a
4391019a	2006		4391019a
4391021a	2006		4391021a
4391022a	2006		4391022a
4401233a	2006	Laura Bonetta	4401233a
4401238a	2006		4401238a
4411179a	2006	Michael Eisenstein	4411179a
4411179b	2006		4411179b
4411181a	2006		4411181a
4411183a	2006		4411183a
4421067a	2006	Michael Eisenstein	4421067a
4421067b	2006		4421067b
4421068a	2006		4421068a
4421069a	2006		4421069a
4421071a	2006		4421071a
4431017a	2006	Michael Eisenstein	4431017a
4431017b	2006		4431017b
4431019a	2006		4431019a
4431021a	2006		4431021a
444959a	2006	Michael Eisenstein	444959a
444959b	2006		444959b
444960a	2006		444960a
444961a	2006		444961a
