file_id	year	authors	journo_file_id
d41586-020-00178-2	2020	Sarah Groover; Ruth Gotian	d41586-020-00178-2
d41586-020-00455-0	2020	James Mitchell Crow	d41586-020-00455-0
d41586-020-00593-5	2020	Kendall Powell	d41586-020-00593-5
d41586-020-00727-9	2020	Andy Tay	d41586-020-00727-9
d41586-020-00896-7	2020	Virginia Gewin	d41586-020-00896-7
d41586-020-00917-5	2020	Roberta Kwok	d41586-020-00917-5
d41586-020-00935-3	2020	Kendall Powell	d41586-020-00935-3
d41586-020-01001-8	2020	Marta Paterlini	d41586-020-01001-8
d41586-020-01027-y	2020	Virginia Gewin	d41586-020-01027-y
d41586-020-01060-x	2020	Robin Lloyd	d41586-020-01060-x
d41586-020-01457-8	2020	Carrie Arnold	d41586-020-01457-8
d41586-020-01489-0	2020	Chris Woolston	d41586-020-01489-0
d41586-020-01516-0	2020	Virginia Gewin	d41586-020-01516-0
d41586-020-01834-3	2020	Nic Fleming	d41586-020-01834-3
d41586-020-01883-8	2020	Virginia Gewin	d41586-020-01883-8
d41586-020-01920-6	2020	Virginia Gewin	d41586-020-01920-6
d41586-020-02029-6	2020	Chris Woolston	d41586-020-02029-6
d41586-020-02183-x	2020	Virginia Gewin	d41586-020-02183-x
d41586-020-02254-z	2020	Nic Fleming	d41586-020-02254-z
d41586-020-02288-3	2020	Chris Woolston	d41586-020-02288-3
d41586-020-02326-0	2020	Virginia Gewin	d41586-020-02326-0
d41586-020-02387-1	2020	Carrie Arnold	d41586-020-02387-1
d41586-020-02404-3	2020	Nikki Forrester	d41586-020-02404-3
d41586-020-02548-2	2020	Chris Woolston	d41586-020-02548-2
d41586-020-02660-3	2020	Andy Tay	d41586-020-02660-3
d41586-020-02746-y	2020	Virginia Gewin	d41586-020-02746-y
d41586-020-02949-3	2020	Kendall Powell; Ruth Terry; Sophia Chen	d41586-020-02949-3
d41586-020-03191-7	2020	Chris Woolston	d41586-020-03191-7
d41586-020-03235-y	2020	Chris Woolston	d41586-020-03235-y
d41586-020-03279-0	2020	Virginia Gewin	d41586-020-03279-0
d41586-020-03298-x	2020	Amy DePaul	d41586-020-03298-x
d41586-020-03368-0	2020	Nikki Forrester	d41586-020-03368-0
d41586-020-03381-3	2020	Chris Woolston	d41586-020-03381-3
d41586-020-03422-x	2020	Andy Tay	d41586-020-03422-x
d41586-020-03465-0	2020	Carrie Arnold; Chris Woolston	d41586-020-03465-0
d41586-020-03521-9	2020	Virginia Gewin	d41586-020-03521-9
d41586-020-03558-w	2020	Virginia Gewin	d41586-020-03558-w
